"Time (s) Run #5","Temperature (°C) Run #5"
1656.500,79.2
1657.000,79.2
1657.500,79.2
1658.000,79.2
1658.500,79.2
1659.000,79.2
1659.500,79.2
1660.000,79.1
1660.500,79.1
1661.000,79.1
1661.500,79.1
1662.000,79.1
1662.500,79.1
1663.000,79.1
1663.500,79.1
1664.000,79.1
1664.500,79.1
1665.000,79.1
1665.500,79.1
1666.000,79.1
1666.500,79.1
1667.000,79.1
1667.500,79.1
1668.000,79.1
1668.500,79.1
1669.000,79.1
1669.500,79.1
1670.000,79.1
1670.500,79.1
1671.000,79.1
1671.500,79.1
1672.000,79.1
1672.500,79.1
1673.000,79.1
1673.500,79.1
1674.000,79.1
1674.500,79.1
1675.000,79.1
1675.500,79.1
1676.000,79.1
1676.500,79.1
1677.000,79.1
1677.500,79.1
1678.000,79.0
1678.500,79.0
1679.000,79.0
1679.500,79.0
1680.000,79.0
1680.500,79.0
1681.000,79.0
1681.500,79.0
1682.000,79.0
1682.500,79.0
1683.000,79.0
1683.500,79.0
1684.000,79.0
1684.500,79.0
1685.000,79.0
1685.500,79.0
1686.000,79.0
1686.500,79.0
1687.000,79.0
1687.500,79.0
1688.000,79.0
1688.500,79.0
1689.000,79.0
1689.500,79.0
1690.000,79.0
1690.500,79.0
1691.000,79.0
1691.500,79.0
1692.000,79.0
1692.500,79.0
1693.000,79.0
1693.500,79.0
1694.000,79.0
1694.500,79.0
1695.000,79.0
1695.500,79.0
1696.000,79.0
1696.500,79.0
1697.000,78.9
1697.500,78.9
1698.000,78.9
1698.500,78.9
1699.000,78.9
1699.500,78.9
1700.000,78.9
1700.500,78.9
1701.000,78.9
1701.500,78.9
1702.000,78.9
1702.500,78.9
1703.000,78.9
1703.500,78.9
1704.000,78.9
1704.500,78.9
1705.000,78.9
1705.500,78.9
1706.000,78.9
1706.500,78.9
1707.000,78.9
1707.500,78.9
1708.000,78.9
1708.500,78.9
1709.000,78.9
1709.500,78.9
1710.000,78.9
1710.500,78.9
1711.000,78.9
1711.500,78.9
1712.000,78.9
1712.500,78.9
1713.000,78.9
1713.500,78.9
1714.000,78.9
1714.500,78.9
1715.000,78.9
1715.500,78.9
1716.000,78.9
1716.500,78.9
1717.000,78.9
1717.500,78.9
1718.000,78.9
1718.500,78.9
1719.000,78.9
1719.500,78.9
1720.000,78.9
1720.500,78.9
1721.000,78.9
1721.500,78.9
1722.000,78.9
1722.500,78.9
1723.000,78.9
1723.500,78.9
1724.000,78.9
1724.500,78.9
1725.000,78.9
1725.500,78.9
1726.000,78.9
1726.500,78.9
1727.000,78.9
1727.500,78.9
1728.000,78.9
1728.500,78.9
1729.000,78.9
1729.500,78.9
1730.000,78.9
1730.500,78.9
1731.000,78.8
1731.500,78.8
1732.000,78.8
1732.500,78.8
1733.000,78.8
1733.500,78.8
1734.000,78.8
1734.500,78.8
1735.000,78.8
1735.500,78.8
1736.000,78.8
1736.500,78.8
1737.000,78.8
1737.500,78.8
1738.000,78.8
1738.500,78.8
1739.000,78.8
1739.500,78.8
1740.000,78.8
1740.500,78.8
1741.000,78.8
1741.500,78.8
1742.000,78.8
1742.500,78.8
1743.000,78.8
1743.500,78.8
1744.000,78.8
1744.500,78.8
1745.000,78.7
1745.500,78.7
1746.000,78.7
1746.500,78.7
1747.000,78.7
1747.500,78.7
1748.000,78.7
1748.500,78.7
1749.000,78.7
1749.500,78.7
1750.000,78.7
1750.500,78.7
1751.000,78.7
1751.500,78.7
1752.000,78.7
1752.500,78.7
1753.000,78.7
1753.500,78.7
1754.000,78.7
1754.500,78.7
1755.000,78.7
1755.500,78.7
1756.000,78.7
1756.500,78.7
1757.000,78.7
1757.500,78.7
1758.000,78.7
1758.500,78.7
1759.000,78.7
1759.500,78.6
1760.000,78.6
1760.500,78.6
1761.000,78.6
1761.500,78.6
1762.000,78.6
1762.500,78.6
1763.000,78.6
1763.500,78.6
1764.000,78.6
1764.500,78.6
1765.000,78.6
1765.500,78.6
1766.000,78.6
1766.500,78.6
1767.000,78.6
1767.500,78.6
1768.000,78.6
1768.500,78.6
1769.000,78.6
1769.500,78.6
1770.000,78.6
1770.500,78.6
1771.000,78.6
1771.500,78.6
1772.000,78.6
1772.500,78.6
1773.000,78.6
1773.500,78.6
1774.000,78.6
1774.500,78.6
1775.000,78.6
1775.500,78.6
1776.000,78.6
1776.500,78.6
1777.000,78.6
1777.500,78.6
1778.000,78.6
1778.500,78.6
1779.000,78.6
1779.500,78.6
1780.000,78.6
1780.500,78.6
1781.000,78.6
1781.500,78.6
1782.000,78.6
1782.500,78.6
1783.000,78.6
1783.500,78.6
1784.000,78.6
1784.500,78.5
1785.000,78.5
1785.500,78.5
1786.000,78.5
1786.500,78.5
1787.000,78.5
1787.500,78.5
1788.000,78.5
1788.500,78.5
1789.000,78.5
1789.500,78.5
1790.000,78.5
1790.500,78.5
1791.000,78.5
1791.500,78.5
1792.000,78.5
1792.500,78.5
1793.000,78.5
1793.500,78.5
1794.000,78.5
1794.500,78.5
1795.000,78.5
1795.500,78.5
1796.000,78.5
1796.500,78.5
1797.000,78.5
1797.500,78.5
1798.000,78.5
1798.500,78.5
1799.000,78.5
1799.500,78.5
1800.000,78.5
1800.500,78.4
1801.000,78.4
1801.500,78.4
1802.000,78.4
1802.500,78.4
1803.000,78.4
1803.500,78.4
1804.000,78.4
1804.500,78.4
1805.000,78.4
1805.500,78.4
1806.000,78.4
1806.500,78.4
1807.000,78.4
1807.500,78.4
1808.000,78.4
1808.500,78.4
1809.000,78.4
1809.500,78.4
1810.000,78.4
1810.500,78.4
1811.000,78.4
1811.500,78.4
1812.000,78.4
1812.500,78.4
1813.000,78.4
1813.500,78.4
1814.000,78.4
1814.500,78.4
1815.000,78.4
1815.500,78.4
1816.000,78.4
1816.500,78.4
1817.000,78.4
1817.500,78.4
1818.000,78.4
1818.500,78.4
1819.000,78.4
1819.500,78.4
1820.000,78.4
1820.500,78.4
1821.000,78.4
1821.500,78.4
1822.000,78.4
1822.500,78.3
1823.000,78.3
1823.500,78.3
1824.000,78.3
1824.500,78.3
1825.000,78.3
1825.500,78.3
1826.000,78.3
1826.500,78.3
1827.000,78.3
1827.500,78.3
1828.000,78.3
1828.500,78.3
1829.000,78.3
1829.500,78.3
1830.000,78.3
1830.500,78.3
1831.000,78.3
1831.500,78.3
1832.000,78.3
1832.500,78.3
1833.000,78.3
1833.500,78.3
1834.000,78.3
1834.500,78.3
1835.000,78.3
1835.500,78.3
1836.000,78.3
1836.500,78.3
1837.000,78.3
1837.500,78.3
1838.000,78.3
1838.500,78.3
1839.000,78.3
1839.500,78.3
1840.000,78.3
1840.500,78.3
1841.000,78.3
1841.500,78.3
1842.000,78.3
1842.500,78.3
1843.000,78.3
1843.500,78.3
1844.000,78.3
1844.500,78.3
1845.000,78.3
1845.500,78.3
1846.000,78.3
1846.500,78.3
1847.000,78.3
1847.500,78.3
1848.000,78.3
1848.500,78.3
1849.000,78.3
1849.500,78.3
1850.000,78.3
1850.500,78.3
1851.000,78.3
1851.500,78.3
1852.000,78.3
1852.500,78.3
1853.000,78.3
1853.500,78.2
1854.000,78.2
1854.500,78.2
1855.000,78.2
1855.500,78.2
1856.000,78.2
1856.500,78.2
1857.000,78.2
1857.500,78.2
1858.000,78.2
1858.500,78.2
1859.000,78.2
1859.500,78.2
1860.000,78.2
1860.500,78.2
1861.000,78.2
1861.500,78.2
1862.000,78.2
1862.500,78.2
1863.000,78.2
1863.500,78.2
1864.000,78.2
1864.500,78.2
1865.000,78.2
1865.500,78.2
1866.000,78.2
1866.500,78.2
1867.000,78.2
1867.500,78.2
1868.000,78.2
1868.500,78.2
1869.000,78.2
1869.500,78.2
1870.000,78.2
1870.500,78.2
1871.000,78.2
1871.500,78.2
1872.000,78.2
1872.500,78.2
1873.000,78.2
1873.500,78.2
1874.000,78.2
1874.500,78.2
1875.000,78.2
1875.500,78.2
1876.000,78.2
1876.500,78.2
1877.000,78.2
1877.500,78.2
1878.000,78.2
1878.500,78.2
1879.000,78.2
1879.500,78.2
1880.000,78.2
1880.500,78.2
1881.000,78.2
1881.500,78.2
1882.000,78.2
1882.500,78.2
1883.000,78.2
1883.500,78.2
1884.000,78.2
1884.500,78.2
1885.000,78.2
1885.500,78.2
1886.000,78.2
1886.500,78.2
1887.000,78.1
1887.500,78.1
1888.000,78.1
1888.500,78.1
1889.000,78.1
1889.500,78.1
1890.000,78.1
1890.500,78.1
1891.000,78.1
1891.500,78.1
1892.000,78.1
1892.500,78.1
1893.000,78.1
1893.500,78.1
1894.000,78.1
1894.500,78.1
1895.000,78.1
1895.500,78.1
1896.000,78.1
1896.500,78.1
1897.000,78.1
1897.500,78.1
1898.000,78.1
1898.500,78.1
1899.000,78.1
1899.500,78.1
1900.000,78.1
1900.500,78.1
1901.000,78.1
1901.500,78.0
1902.000,78.0
1902.500,78.0
1903.000,78.0
1903.500,78.0
1904.000,78.0
1904.500,78.0
1905.000,78.0
1905.500,78.0
1906.000,78.0
1906.500,78.0
1907.000,78.0
1907.500,78.0
1908.000,78.0
1908.500,78.0
1909.000,78.0
1909.500,78.0
1910.000,78.0
1910.500,78.0
1911.000,78.0
1911.500,78.0
1912.000,78.0
1912.500,78.0
1913.000,78.0
1913.500,78.0
1914.000,78.0
1914.500,78.0
1915.000,78.0
1915.500,78.0
1916.000,78.0
1916.500,78.0
1917.000,78.0
1917.500,78.0
1918.000,78.0
1918.500,78.0
1919.000,78.0
1919.500,78.0
1920.000,77.9
1920.500,77.9
1921.000,77.9
1921.500,77.9
1922.000,77.9
1922.500,77.9
1923.000,77.9
1923.500,77.9
1924.000,77.9
1924.500,77.9
1925.000,77.9
1925.500,77.9
1926.000,77.9
1926.500,77.9
1927.000,77.9
1927.500,77.9
1928.000,77.9
1928.500,77.9
1929.000,77.9
1929.500,77.9
1930.000,77.9
1930.500,77.9
1931.000,77.9
1931.500,77.9
1932.000,77.9
1932.500,77.9
1933.000,77.9
1933.500,77.9
1934.000,77.9
1934.500,77.8
1935.000,77.8
1935.500,77.8
1936.000,77.8
1936.500,77.8
1937.000,77.8
1937.500,77.8
1938.000,77.8
1938.500,77.8
1939.000,77.8
1939.500,77.8
1940.000,77.8
1940.500,77.8
1941.000,77.8
1941.500,77.8
1942.000,77.8
1942.500,77.8
1943.000,77.8
1943.500,77.8
1944.000,77.8
1944.500,77.8
1945.000,77.8
1945.500,77.8
1946.000,77.8
1946.500,77.8
1947.000,77.8
1947.500,77.8
1948.000,77.8
1948.500,77.8
1949.000,77.8
1949.500,77.8
1950.000,77.8
1950.500,77.8
1951.000,77.8
1951.500,77.8
1952.000,77.8
1952.500,77.8
1953.000,77.8
1953.500,77.8
1954.000,77.8
1954.500,77.8
1955.000,77.8
1955.500,77.8
1956.000,77.8
1956.500,77.8
1957.000,77.8
1957.500,77.8
1958.000,77.8
1958.500,77.8
1959.000,77.8
1959.500,77.8
1960.000,77.8
1960.500,77.8
1961.000,77.7
1961.500,77.7
1962.000,77.7
1962.500,77.7
1963.000,77.7
1963.500,77.7
1964.000,77.7
1964.500,77.7
1965.000,77.7
1965.500,77.7
1966.000,77.7
1966.500,77.7
1967.000,77.7
1967.500,77.7
1968.000,77.7
1968.500,77.7
1969.000,77.7
1969.500,77.7
1970.000,77.7
1970.500,77.7
1971.000,77.7
1971.500,77.7
1972.000,77.7
1972.500,77.7
1973.000,77.7
1973.500,77.7
1974.000,77.7
1974.500,77.7
1975.000,77.7
1975.500,77.7
1976.000,77.7
1976.500,77.7
1977.000,77.7
1977.500,77.7
1978.000,77.7
1978.500,77.7
1979.000,77.7
1979.500,77.7
1980.000,77.7
1980.500,77.7
1981.000,77.7
1981.500,77.7
1982.000,77.7
1982.500,77.7
1983.000,77.7
1983.500,77.7
1984.000,77.7
1984.500,77.7
1985.000,77.7
1985.500,77.7
1986.000,77.7
1986.500,77.7
1987.000,77.7
1987.500,77.7
1988.000,77.7
1988.500,77.7
1989.000,77.7
1989.500,77.7
1990.000,77.7
1990.500,77.7
1991.000,77.7
1991.500,77.7
1992.000,77.7
1992.500,77.7
1993.000,77.7
1993.500,77.7
1994.000,77.7
1994.500,77.7
1995.000,77.7
1995.500,77.6
1996.000,77.6
1996.500,77.6
1997.000,77.6
1997.500,77.6
1998.000,77.6
1998.500,77.6
1999.000,77.6
1999.500,77.6
2000.000,77.6
2000.500,77.6
2001.000,77.6
2001.500,77.6
2002.000,77.6
2002.500,77.6
2003.000,77.6
2003.500,77.6
2004.000,77.6
2004.500,77.6
2005.000,77.6
2005.500,77.6
2006.000,77.6
2006.500,77.6
2007.000,77.5
2007.500,77.5
2008.000,77.5
2008.500,77.5
2009.000,77.5
2009.500,77.5
2010.000,77.5
2010.500,77.5
2011.000,77.5
2011.500,77.5
2012.000,77.5
2012.500,77.5
2013.000,77.5
2013.500,77.5
2014.000,77.5
2014.500,77.5
2015.000,77.5
2015.500,77.5
2016.000,77.5
2016.500,77.5
2017.000,77.5
2017.500,77.5
2018.000,77.5
2018.500,77.5
2019.000,77.5
2019.500,77.5
2020.000,77.5
2020.500,77.5
2021.000,77.5
2021.500,77.5
2022.000,77.5
2022.500,77.5
2023.000,77.5
2023.500,77.5
2024.000,77.5
2024.500,77.5
2025.000,77.5
2025.500,77.5
2026.000,77.5
2026.500,77.5
2027.000,77.5
2027.500,77.5
2028.000,77.5
2028.500,77.5
2029.000,77.4
2029.500,77.4
2030.000,77.4
2030.500,77.4
2031.000,77.4
2031.500,77.4
2032.000,77.4
2032.500,77.4
2033.000,77.4
2033.500,77.4
2034.000,77.4
2034.500,77.4
2035.000,77.4
2035.500,77.4
2036.000,77.4
2036.500,77.4
2037.000,77.4
2037.500,77.4
2038.000,77.4
2038.500,77.4
2039.000,77.4
2039.500,77.4
2040.000,77.4
2040.500,77.4
2041.000,77.4
2041.500,77.4
2042.000,77.4
2042.500,77.4
2043.000,77.4
2043.500,77.4
2044.000,77.4
2044.500,77.4
2045.000,77.4
2045.500,77.4
2046.000,77.4
2046.500,77.4
2047.000,77.4
2047.500,77.4
2048.000,77.4
2048.500,77.3
2049.000,77.3
2049.500,77.3
2050.000,77.3
2050.500,77.3
2051.000,77.3
2051.500,77.3
2052.000,77.3
2052.500,77.3
2053.000,77.3
2053.500,77.3
2054.000,77.3
2054.500,77.3
2055.000,77.3
2055.500,77.3
2056.000,77.3
2056.500,77.3
2057.000,77.3
2057.500,77.3
2058.000,77.3
2058.500,77.3
2059.000,77.3
2059.500,77.3
2060.000,77.3
2060.500,77.3
2061.000,77.3
2061.500,77.3
2062.000,77.3
2062.500,77.3
2063.000,77.3
2063.500,77.3
2064.000,77.3
2064.500,77.3
2065.000,77.3
2065.500,77.3
2066.000,77.3
2066.500,77.3
2067.000,77.3
2067.500,77.3
2068.000,77.3
2068.500,77.3
2069.000,77.3
2069.500,77.3
2070.000,77.3
2070.500,77.2
2071.000,77.2
2071.500,77.2
2072.000,77.2
2072.500,77.2
2073.000,77.2
2073.500,77.2
2074.000,77.2
2074.500,77.2
2075.000,77.2
2075.500,77.2
2076.000,77.2
2076.500,77.2
2077.000,77.2
2077.500,77.2
2078.000,77.2
2078.500,77.2
2079.000,77.2
2079.500,77.2
2080.000,77.2
2080.500,77.2
2081.000,77.2
2081.500,77.2
2082.000,77.2
2082.500,77.2
2083.000,77.2
2083.500,77.2
2084.000,77.2
2084.500,77.2
2085.000,77.2
2085.500,77.2
2086.000,77.2
2086.500,77.2
2087.000,77.2
2087.500,77.2
2088.000,77.2
2088.500,77.2
2089.000,77.2
2089.500,77.2
2090.000,77.2
2090.500,77.2
2091.000,77.2
2091.500,77.2
2092.000,77.2
2092.500,77.2
2093.000,77.2
2093.500,77.2
2094.000,77.2
2094.500,77.2
2095.000,77.2
2095.500,77.2
2096.000,77.2
2096.500,77.1
2097.000,77.1
2097.500,77.1
2098.000,77.1
2098.500,77.1
2099.000,77.1
2099.500,77.1
2100.000,77.1
2100.500,77.1
2101.000,77.1
2101.500,77.1
2102.000,77.1
2102.500,77.1
2103.000,77.1
2103.500,77.1
2104.000,77.1
2104.500,77.1
2105.000,77.1
2105.500,77.1
2106.000,77.1
2106.500,77.1
2107.000,77.1
2107.500,77.1
2108.000,77.1
2108.500,77.1
2109.000,77.1
2109.500,77.1
2110.000,77.1
2110.500,77.1
2111.000,77.1
2111.500,77.1
2112.000,77.1
2112.500,77.1
2113.000,77.1
2113.500,77.1
2114.000,77.1
2114.500,77.1
2115.000,77.1
2115.500,77.1
2116.000,77.1
2116.500,77.1
2117.000,77.1
2117.500,77.1
2118.000,77.1
2118.500,77.1
2119.000,77.1
2119.500,77.1
2120.000,77.1
2120.500,77.1
2121.000,77.1
2121.500,77.1
2122.000,77.1
2122.500,77.1
2123.000,77.1
2123.500,77.1
2124.000,77.0
2124.500,77.0
2125.000,77.0
2125.500,77.0
2126.000,77.0
2126.500,77.0
2127.000,77.0
2127.500,77.0
2128.000,77.0
2128.500,77.0
2129.000,77.0
2129.500,77.0
2130.000,77.0
2130.500,77.0
2131.000,77.0
2131.500,77.0
2132.000,77.0
2132.500,77.0
2133.000,77.0
2133.500,77.0
2134.000,77.0
2134.500,77.0
2135.000,77.0
2135.500,77.0
2136.000,77.0
2136.500,77.0
2137.000,77.0
2137.500,77.0
2138.000,77.0
2138.500,77.0
2139.000,77.0
2139.500,76.9
2140.000,76.9
2140.500,76.9
2141.000,76.9
2141.500,76.9
2142.000,76.9
2142.500,76.9
2143.000,76.9
2143.500,76.9
2144.000,76.9
2144.500,76.9
2145.000,76.9
2145.500,76.9
2146.000,76.9
2146.500,76.9
2147.000,76.9
2147.500,76.9
2148.000,76.9
2148.500,76.9
2149.000,76.9
2149.500,76.9
2150.000,76.9
2150.500,76.9
2151.000,76.9
2151.500,76.9
2152.000,76.9
2152.500,76.9
2153.000,76.9
2153.500,76.9
2154.000,76.9
2154.500,76.9
2155.000,76.9
2155.500,76.9
2156.000,76.9
2156.500,76.9
2157.000,76.9
2157.500,76.9
2158.000,76.8
2158.500,76.8
2159.000,76.8
2159.500,76.8
2160.000,76.8
2160.500,76.8
2161.000,76.8
2161.500,76.8
2162.000,76.8
2162.500,76.8
2163.000,76.8
2163.500,76.8
2164.000,76.8
2164.500,76.8
2165.000,76.8
2165.500,76.8
2166.000,76.8
2166.500,76.8
2167.000,76.8
2167.500,76.8
2168.000,76.8
2168.500,76.8
2169.000,76.8
2169.500,76.8
2170.000,76.8
2170.500,76.8
2171.000,76.8
2171.500,76.8
2172.000,76.8
2172.500,76.8
2173.000,76.8
2173.500,76.8
2174.000,76.8
2174.500,76.8
2175.000,76.8
2175.500,76.8
2176.000,76.8
2176.500,76.8
2177.000,76.8
2177.500,76.8
2178.000,76.8
2178.500,76.8
2179.000,76.8
2179.500,76.7
2180.000,76.7
2180.500,76.7
2181.000,76.7
2181.500,76.7
2182.000,76.7
2182.500,76.7
2183.000,76.7
2183.500,76.7
2184.000,76.7
2184.500,76.7
2185.000,76.7
2185.500,76.7
2186.000,76.7
2186.500,76.7
2187.000,76.7
2187.500,76.7
2188.000,76.7
2188.500,76.7
2189.000,76.7
2189.500,76.7
2190.000,76.7
2190.500,76.7
2191.000,76.7
2191.500,76.7
2192.000,76.7
2192.500,76.7
2193.000,76.7
2193.500,76.7
2194.000,76.7
2194.500,76.6
2195.000,76.6
2195.500,76.6
2196.000,76.6
2196.500,76.6
2197.000,76.6
2197.500,76.6
2198.000,76.6
2198.500,76.6
2199.000,76.6
2199.500,76.6
2200.000,76.6
2200.500,76.6
2201.000,76.6
2201.500,76.6
2202.000,76.6
2202.500,76.6
2203.000,76.6
2203.500,76.6
2204.000,76.7
2204.500,76.7
2205.000,76.7
2205.500,76.7
2206.000,76.7
2206.500,76.7
2207.000,76.7
2207.500,76.7
2208.000,76.7
2208.500,76.7
2209.000,76.7
2209.500,76.7
2210.000,76.7
2210.500,76.7
2211.000,76.7
2211.500,76.7
2212.000,76.7
2212.500,76.7
2213.000,76.7
2213.500,76.7
2214.000,76.6
2214.500,76.6
2215.000,76.6
2215.500,76.6
2216.000,76.6
2216.500,76.6
2217.000,76.6
2217.500,76.6
2218.000,76.6
2218.500,76.6
2219.000,76.6
2219.500,76.6
2220.000,76.6
2220.500,76.6
2221.000,76.5
2221.500,76.5
2222.000,76.5
2222.500,76.5
2223.000,76.5
2223.500,76.5
2224.000,76.5
2224.500,76.5
2225.000,76.5
2225.500,76.5
2226.000,76.5
2226.500,76.5
2227.000,76.5
2227.500,76.5
2228.000,76.5
2228.500,76.5
2229.000,76.5
2229.500,76.5
2230.000,76.5
2230.500,76.5
2231.000,76.5
2231.500,76.5
2232.000,76.5
2232.500,76.5
2233.000,76.5
2233.500,76.5
2234.000,76.5
2234.500,76.5
2235.000,76.5
2235.500,76.5
2236.000,76.5
2236.500,76.5
2237.000,76.5
2237.500,76.5
2238.000,76.5
2238.500,76.5
2239.000,76.5
2239.500,76.5
2240.000,76.5
2240.500,76.5
2241.000,76.5
2241.500,76.5
2242.000,76.5
2242.500,76.5
2243.000,76.5
2243.500,76.5
2244.000,76.5
2244.500,76.5
2245.000,76.5
2245.500,76.5
2246.000,76.5
2246.500,76.5
2247.000,76.5
2247.500,76.5
2248.000,76.5
2248.500,76.5
2249.000,76.5
2249.500,76.5
2250.000,76.5
2250.500,76.5
2251.000,76.5
2251.500,76.4
2252.000,76.4
2252.500,76.4
2253.000,76.4
2253.500,76.4
2254.000,76.4
2254.500,76.4
2255.000,76.4
2255.500,76.4
2256.000,76.4
2256.500,76.4
2257.000,76.4
2257.500,76.4
2258.000,76.4
2258.500,76.4
2259.000,76.4
2259.500,76.4
2260.000,76.4
2260.500,76.4
2261.000,76.4
2261.500,76.4
2262.000,76.4
2262.500,76.4
2263.000,76.4
2263.500,76.4
2264.000,76.4
2264.500,76.4
2265.000,76.4
2265.500,76.4
2266.000,76.4
2266.500,76.4
2267.000,76.4
2267.500,76.4
2268.000,76.4
2268.500,76.4
2269.000,76.4
2269.500,76.4
2270.000,76.4
2270.500,76.4
2271.000,76.4
2271.500,76.4
2272.000,76.4
2272.500,76.4
2273.000,76.4
2273.500,76.4
2274.000,76.4
2274.500,76.4
2275.000,76.4
2275.500,76.4
2276.000,76.4
2276.500,76.4
2277.000,76.4
2277.500,76.4
2278.000,76.4
2278.500,76.4
2279.000,76.4
2279.500,76.4
2280.000,76.4
2280.500,76.4
2281.000,76.4
2281.500,76.4
2282.000,76.4
2282.500,76.4
2283.000,76.4
2283.500,76.3
2284.000,76.3
2284.500,76.3
2285.000,76.3
2285.500,76.3
2286.000,76.3
2286.500,76.3
2287.000,76.3
2287.500,76.3
2288.000,76.3
2288.500,76.3
2289.000,76.3
2289.500,76.3
2290.000,76.3
2290.500,76.3
2291.000,76.3
2291.500,76.3
2292.000,76.3
2292.500,76.3
2293.000,76.3
2293.500,76.3
2294.000,76.3
2294.500,76.3
2295.000,76.3
2295.500,76.3
2296.000,76.3
2296.500,76.3
2297.000,76.3
2297.500,76.3
2298.000,76.3
2298.500,76.3
2299.000,76.3
2299.500,76.3
2300.000,76.3
2300.500,76.3
2301.000,76.3
2301.500,76.3
2302.000,76.3
2302.500,76.3
2303.000,76.3
2303.500,76.3
2304.000,76.3
2304.500,76.3
2305.000,76.2
2305.500,76.2
2306.000,76.2
2306.500,76.2
2307.000,76.2
2307.500,76.2
2308.000,76.2
2308.500,76.3
2309.000,76.3
2309.500,76.3
2310.000,76.3
2310.500,76.3
2311.000,76.3
2311.500,76.3
2312.000,76.2
2312.500,76.2
2313.000,76.2
2313.500,76.2
2314.000,76.2
2314.500,76.2
2315.000,76.2
2315.500,76.2
2316.000,76.2
2316.500,76.2
2317.000,76.2
2317.500,76.2
2318.000,76.2
2318.500,76.2
2319.000,76.2
2319.500,76.2
2320.000,76.2
2320.500,76.2
2321.000,76.2
2321.500,76.2
2322.000,76.2
2322.500,76.2
2323.000,76.2
2323.500,76.2
2324.000,76.2
2324.500,76.2
2325.000,76.2
2325.500,76.2
2326.000,76.2
2326.500,76.2
2327.000,76.2
2327.500,76.2
2328.000,76.2
2328.500,76.2
2329.000,76.2
2329.500,76.2
2330.000,76.2
2330.500,76.2
2331.000,76.2
2331.500,76.2
2332.000,76.2
2332.500,76.2
2333.000,76.2
2333.500,76.2
2334.000,76.2
2334.500,76.2
2335.000,76.2
2335.500,76.2
2336.000,76.2
2336.500,76.2
2337.000,76.2
2337.500,76.2
2338.000,76.1
2338.500,76.1
2339.000,76.1
2339.500,76.1
2340.000,76.1
2340.500,76.1
2341.000,76.1
2341.500,76.1
2342.000,76.1
2342.500,76.1
2343.000,76.1
2343.500,76.1
2344.000,76.1
2344.500,76.1
2345.000,76.1
2345.500,76.1
2346.000,76.1
2346.500,76.1
2347.000,76.1
2347.500,76.1
2348.000,76.1
2348.500,76.1
2349.000,76.1
2349.500,76.1
2350.000,76.1
2350.500,76.1
2351.000,76.1
2351.500,76.1
2352.000,76.1
2352.500,76.1
2353.000,76.0
2353.500,76.0
2354.000,76.0
2354.500,76.0
2355.000,76.0
2355.500,76.0
2356.000,76.0
2356.500,76.0
2357.000,76.0
2357.500,76.0
2358.000,76.0
2358.500,76.0
2359.000,76.0
2359.500,76.0
2360.000,76.0
2360.500,76.0
2361.000,76.0
2361.500,76.0
2362.000,76.0
2362.500,76.0
2363.000,76.0
2363.500,76.0
2364.000,76.0
2364.500,76.0
2365.000,76.0
2365.500,76.0
2366.000,76.0
2366.500,76.0
2367.000,76.0
2367.500,76.0
2368.000,76.0
2368.500,76.0
2369.000,75.9
2369.500,75.9
2370.000,75.9
2370.500,75.9
2371.000,75.9
2371.500,75.9
2372.000,75.9
2372.500,75.9
2373.000,75.9
2373.500,75.9
2374.000,75.9
2374.500,75.9
2375.000,75.9
2375.500,75.9
2376.000,75.9
2376.500,75.9
2377.000,75.9
2377.500,75.9
2378.000,75.9
2378.500,75.9
2379.000,75.9
2379.500,75.9
2380.000,75.9
2380.500,75.9
2381.000,75.9
2381.500,75.9
2382.000,75.9
2382.500,75.9
2383.000,75.9
2383.500,75.9
2384.000,75.9
2384.500,75.9
2385.000,75.9
2385.500,75.9
2386.000,75.9
2386.500,75.9
2387.000,75.9
2387.500,75.9
2388.000,75.9
2388.500,75.9
2389.000,75.9
2389.500,75.9
2390.000,75.9
2390.500,75.9
2391.000,75.9
2391.500,75.9
2392.000,75.9
2392.500,75.9
2393.000,75.9
2393.500,75.9
2394.000,75.9
2394.500,75.9
2395.000,75.8
2395.500,75.8
2396.000,75.8
2396.500,75.8
2397.000,75.8
2397.500,75.8
2398.000,75.8
2398.500,75.8
2399.000,75.8
2399.500,75.8
2400.000,75.8
2400.500,75.8
2401.000,75.8
2401.500,75.8
2402.000,75.8
2402.500,75.8
2403.000,75.8
2403.500,75.8
2404.000,75.8
2404.500,75.8
2405.000,75.8
2405.500,75.8
2406.000,75.8
2406.500,75.8
2407.000,75.8
2407.500,75.8
2408.000,75.8
2408.500,75.8
2409.000,75.8
2409.500,75.8
2410.000,75.8
2410.500,75.7
2411.000,75.7
2411.500,75.7
2412.000,75.7
2412.500,75.7
2413.000,75.7
2413.500,75.7
2414.000,75.7
2414.500,75.7
2415.000,75.7
2415.500,75.7
2416.000,75.7
2416.500,75.7
2417.000,75.7
2417.500,75.7
2418.000,75.7
2418.500,75.7
2419.000,75.7
2419.500,75.7
2420.000,75.7
2420.500,75.7
2421.000,75.7
2421.500,75.7
2422.000,75.7
2422.500,75.7
2423.000,75.7
2423.500,75.7
2424.000,75.7
2424.500,75.7
2425.000,75.7
2425.500,75.7
2426.000,75.7
2426.500,75.7
2427.000,75.7
2427.500,75.7
2428.000,75.7
2428.500,75.7
2429.000,75.7
2429.500,75.7
2430.000,75.7
2430.500,75.7
2431.000,75.7
2431.500,75.7
2432.000,75.7
