"Time (s) Run #5","Temperature (°C) Run #5"
865.500,83.1
866.000,83.1
866.500,83.1
867.000,83.1
867.500,83.1
868.000,83.1
868.500,83.1
869.000,83.1
869.500,83.1
870.000,83.1
870.500,83.1
871.000,83.1
871.500,83.1
872.000,83.1
872.500,83.1
873.000,83.1
873.500,83.1
874.000,83.1
874.500,83.1
875.000,83.1
875.500,83.1
876.000,83.1
876.500,83.1
877.000,83.1
877.500,83.1
878.000,83.1
878.500,83.1
879.000,83.1
879.500,83.1
880.000,83.1
880.500,83.1
881.000,83.1
881.500,83.1
882.000,83.1
882.500,83.1
883.000,83.1
883.500,83.1
884.000,83.1
884.500,83.1
885.000,83.1
885.500,83.1
886.000,83.1
886.500,83.1
887.000,83.1
887.500,83.1
888.000,83.1
888.500,83.1
889.000,83.1
889.500,83.1
890.000,83.1
890.500,83.1
891.000,83.0
891.500,83.0
892.000,83.0
892.500,83.0
893.000,83.0
893.500,83.0
894.000,83.0
894.500,83.0
895.000,83.0
895.500,83.0
896.000,83.0
896.500,83.0
897.000,83.0
897.500,83.0
898.000,83.0
898.500,83.0
899.000,83.0
899.500,83.0
900.000,83.0
900.500,83.0
901.000,83.0
901.500,83.0
902.000,83.0
902.500,83.0
903.000,83.0
903.500,83.0
904.000,83.0
904.500,83.0
905.000,83.0
905.500,82.9
906.000,82.9
906.500,82.9
907.000,82.9
907.500,82.9
908.000,82.9
908.500,82.9
909.000,82.9
909.500,82.9
910.000,82.9
910.500,82.9
911.000,82.9
911.500,82.9
912.000,82.9
912.500,82.9
913.000,82.9
913.500,82.9
914.000,82.9
914.500,82.9
915.000,82.9
915.500,82.9
916.000,82.9
916.500,82.9
917.000,82.9
917.500,82.9
918.000,82.9
918.500,82.9
919.000,82.9
919.500,82.9
920.000,82.9
920.500,82.9
921.000,82.9
921.500,82.9
922.000,82.9
922.500,82.9
923.000,82.9
923.500,82.9
924.000,82.9
924.500,82.9
925.000,82.9
925.500,82.9
926.000,82.9
926.500,82.9
927.000,82.8
927.500,82.8
928.000,82.8
928.500,82.8
929.000,82.8
929.500,82.8
930.000,82.8
930.500,82.8
931.000,82.8
931.500,82.8
932.000,82.8
932.500,82.8
933.000,82.8
933.500,82.8
934.000,82.8
934.500,82.8
935.000,82.8
935.500,82.8
936.000,82.8
936.500,82.8
937.000,82.8
937.500,82.8
938.000,82.7
938.500,82.7
939.000,82.7
939.500,82.7
940.000,82.8
940.500,82.8
941.000,82.8
941.500,82.8
942.000,82.8
942.500,82.8
943.000,82.7
943.500,82.7
944.000,82.7
944.500,82.7
945.000,82.7
945.500,82.7
946.000,82.7
946.500,82.7
947.000,82.7
947.500,82.7
948.000,82.7
948.500,82.7
949.000,82.7
949.500,82.7
950.000,82.7
950.500,82.7
951.000,82.7
951.500,82.7
952.000,82.7
952.500,82.7
953.000,82.7
953.500,82.7
954.000,82.7
954.500,82.7
955.000,82.7
955.500,82.7
956.000,82.7
956.500,82.7
957.000,82.7
957.500,82.7
958.000,82.6
958.500,82.6
959.000,82.6
959.500,82.6
960.000,82.6
960.500,82.6
961.000,82.6
961.500,82.6
962.000,82.6
962.500,82.6
963.000,82.6
963.500,82.6
964.000,82.6
964.500,82.6
965.000,82.6
965.500,82.6
966.000,82.6
966.500,82.6
967.000,82.6
967.500,82.6
968.000,82.6
968.500,82.6
969.000,82.6
969.500,82.6
970.000,82.6
970.500,82.6
971.000,82.6
971.500,82.6
972.000,82.6
972.500,82.6
973.000,82.6
973.500,82.6
974.000,82.6
974.500,82.5
975.000,82.5
975.500,82.5
976.000,82.5
976.500,82.5
977.000,82.5
977.500,82.5
978.000,82.5
978.500,82.5
979.000,82.5
979.500,82.5
980.000,82.5
980.500,82.5
981.000,82.5
981.500,82.5
982.000,82.5
982.500,82.5
983.000,82.5
983.500,82.5
984.000,82.5
984.500,82.5
985.000,82.5
985.500,82.5
986.000,82.5
986.500,82.5
987.000,82.5
987.500,82.5
988.000,82.5
988.500,82.5
989.000,82.5
989.500,82.5
990.000,82.5
990.500,82.5
991.000,82.5
991.500,82.5
992.000,82.5
992.500,82.5
993.000,82.5
993.500,82.5
994.000,82.5
994.500,82.5
995.000,82.5
995.500,82.5
996.000,82.5
996.500,82.5
997.000,82.5
997.500,82.5
998.000,82.5
998.500,82.4
999.000,82.4
999.500,82.4
1000.000,82.4
1000.500,82.4
1001.000,82.4
1001.500,82.4
1002.000,82.4
1002.500,82.4
1003.000,82.4
1003.500,82.4
1004.000,82.4
1004.500,82.4
1005.000,82.4
1005.500,82.4
1006.000,82.4
1006.500,82.4
1007.000,82.4
1007.500,82.4
1008.000,82.4
1008.500,82.4
1009.000,82.4
1009.500,82.3
1010.000,82.4
1010.500,82.4
1011.000,82.4
1011.500,82.4
1012.000,82.4
1012.500,82.3
1013.000,82.3
1013.500,82.3
1014.000,82.3
1014.500,82.3
1015.000,82.3
1015.500,82.3
1016.000,82.3
1016.500,82.3
1017.000,82.3
1017.500,82.3
1018.000,82.3
1018.500,82.3
1019.000,82.3
1019.500,82.3
1020.000,82.3
1020.500,82.3
1021.000,82.3
1021.500,82.3
1022.000,82.3
1022.500,82.3
1023.000,82.3
1023.500,82.3
1024.000,82.3
1024.500,82.3
1025.000,82.3
1025.500,82.3
1026.000,82.3
1026.500,82.3
1027.000,82.3
1027.500,82.3
1028.000,82.3
1028.500,82.3
1029.000,82.3
1029.500,82.3
1030.000,82.3
1030.500,82.3
1031.000,82.3
1031.500,82.3
1032.000,82.3
1032.500,82.3
1033.000,82.3
1033.500,82.2
1034.000,82.2
1034.500,82.2
1035.000,82.2
1035.500,82.2
1036.000,82.2
1036.500,82.2
1037.000,82.2
1037.500,82.2
1038.000,82.2
1038.500,82.2
1039.000,82.2
1039.500,82.2
1040.000,82.2
1040.500,82.2
1041.000,82.2
1041.500,82.2
1042.000,82.2
1042.500,82.2
1043.000,82.2
1043.500,82.2
1044.000,82.2
1044.500,82.2
1045.000,82.2
1045.500,82.2
1046.000,82.2
1046.500,82.2
1047.000,82.2
1047.500,82.2
1048.000,82.2
1048.500,82.2
1049.000,82.2
1049.500,82.2
1050.000,82.2
1050.500,82.2
1051.000,82.2
1051.500,82.1
1052.000,82.1
1052.500,82.1
1053.000,82.1
1053.500,82.1
1054.000,82.1
1054.500,82.1
1055.000,82.1
1055.500,82.1
1056.000,82.1
1056.500,82.1
1057.000,82.1
1057.500,82.1
1058.000,82.1
1058.500,82.1
1059.000,82.1
1059.500,82.1
1060.000,82.1
1060.500,82.1
1061.000,82.1
1061.500,82.1
1062.000,82.1
1062.500,82.1
1063.000,82.1
1063.500,82.1
1064.000,82.1
1064.500,82.1
1065.000,82.1
1065.500,82.1
1066.000,82.1
1066.500,82.1
1067.000,82.1
1067.500,82.0
1068.000,82.0
1068.500,82.0
1069.000,82.0
1069.500,82.0
1070.000,82.0
1070.500,82.0
1071.000,82.0
1071.500,82.0
1072.000,82.0
1072.500,82.0
1073.000,82.0
1073.500,82.0
1074.000,82.0
1074.500,82.0
1075.000,82.0
1075.500,82.0
1076.000,82.0
1076.500,82.0
1077.000,82.0
1077.500,82.0
1078.000,82.0
1078.500,82.0
1079.000,82.0
1079.500,82.0
1080.000,82.0
1080.500,82.0
1081.000,82.0
1081.500,82.0
1082.000,82.0
1082.500,82.0
1083.000,82.0
1083.500,82.0
1084.000,82.0
1084.500,82.0
1085.000,82.0
1085.500,82.0
1086.000,82.0
1086.500,82.0
1087.000,82.0
1087.500,82.0
1088.000,81.9
1088.500,81.9
1089.000,81.9
1089.500,81.9
1090.000,81.9
1090.500,81.9
1091.000,81.9
1091.500,81.9
1092.000,81.9
1092.500,81.9
1093.000,81.9
1093.500,81.9
1094.000,81.9
1094.500,81.9
1095.000,81.9
1095.500,81.9
1096.000,81.9
1096.500,81.9
1097.000,81.9
1097.500,81.9
1098.000,81.9
1098.500,81.9
1099.000,81.9
1099.500,81.9
1100.000,81.9
1100.500,81.9
1101.000,81.9
1101.500,81.9
1102.000,81.9
1102.500,81.9
1103.000,81.9
1103.500,81.9
1104.000,81.9
1104.500,81.9
1105.000,81.8
1105.500,81.8
1106.000,81.8
1106.500,81.8
1107.000,81.8
1107.500,81.8
1108.000,81.8
1108.500,81.8
1109.000,81.8
1109.500,81.8
1110.000,81.8
1110.500,81.8
1111.000,81.8
1111.500,81.8
1112.000,81.8
1112.500,81.8
1113.000,81.8
1113.500,81.8
1114.000,81.8
1114.500,81.8
1115.000,81.8
1115.500,81.8
1116.000,81.8
1116.500,81.8
1117.000,81.8
1117.500,81.8
1118.000,81.7
1118.500,81.7
1119.000,81.7
1119.500,81.7
1120.000,81.7
1120.500,81.7
1121.000,81.7
1121.500,81.7
1122.000,81.7
1122.500,81.7
1123.000,81.7
1123.500,81.7
1124.000,81.7
1124.500,81.7
1125.000,81.7
1125.500,81.7
1126.000,81.7
1126.500,81.7
1127.000,81.7
1127.500,81.7
1128.000,81.7
1128.500,81.7
1129.000,81.7
1129.500,81.7
1130.000,81.7
1130.500,81.7
1131.000,81.7
1131.500,81.7
1132.000,81.7
1132.500,81.7
1133.000,81.7
1133.500,81.7
1134.000,81.7
1134.500,81.7
1135.000,81.7
1135.500,81.7
1136.000,81.7
1136.500,81.7
1137.000,81.7
1137.500,81.7
1138.000,81.7
1138.500,81.7
1139.000,81.7
1139.500,81.7
1140.000,81.7
1140.500,81.7
1141.000,81.7
1141.500,81.7
1142.000,81.7
1142.500,81.7
1143.000,81.7
1143.500,81.7
1144.000,81.6
1144.500,81.6
1145.000,81.6
1145.500,81.6
1146.000,81.6
1146.500,81.6
1147.000,81.6
1147.500,81.6
1148.000,81.6
1148.500,81.6
1149.000,81.6
1149.500,81.6
1150.000,81.6
1150.500,81.6
1151.000,81.6
1151.500,81.6
1152.000,81.6
1152.500,81.6
1153.000,81.6
1153.500,81.6
1154.000,81.6
1154.500,81.6
1155.000,81.6
1155.500,81.6
1156.000,81.6
1156.500,81.6
1157.000,81.6
1157.500,81.6
1158.000,81.6
1158.500,81.6
1159.000,81.6
1159.500,81.6
1160.000,81.6
1160.500,81.6
1161.000,81.6
1161.500,81.6
1162.000,81.6
1162.500,81.6
1163.000,81.6
1163.500,81.6
1164.000,81.6
1164.500,81.6
1165.000,81.6
1165.500,81.6
1166.000,81.6
1166.500,81.6
1167.000,81.6
1167.500,81.6
1168.000,81.6
1168.500,81.6
1169.000,81.6
1169.500,81.6
1170.000,81.6
1170.500,81.6
1171.000,81.6
1171.500,81.5
1172.000,81.5
1172.500,81.5
1173.000,81.5
1173.500,81.5
1174.000,81.5
1174.500,81.5
1175.000,81.5
1175.500,81.5
1176.000,81.5
1176.500,81.5
1177.000,81.5
1177.500,81.5
1178.000,81.5
1178.500,81.5
1179.000,81.5
1179.500,81.5
1180.000,81.4
1180.500,81.4
1181.000,81.4
1181.500,81.4
1182.000,81.4
1182.500,81.4
1183.000,81.4
1183.500,81.4
1184.000,81.4
1184.500,81.4
1185.000,81.4
1185.500,81.4
1186.000,81.4
1186.500,81.4
1187.000,81.4
1187.500,81.4
1188.000,81.4
1188.500,81.4
1189.000,81.4
1189.500,81.4
1190.000,81.4
1190.500,81.4
1191.000,81.4
1191.500,81.4
1192.000,81.4
1192.500,81.4
1193.000,81.4
1193.500,81.4
1194.000,81.4
1194.500,81.4
1195.000,81.4
1195.500,81.4
1196.000,81.4
1196.500,81.4
1197.000,81.4
1197.500,81.4
1198.000,81.4
1198.500,81.4
1199.000,81.4
1199.500,81.4
1200.000,81.4
1200.500,81.4
1201.000,81.4
1201.500,81.4
1202.000,81.4
1202.500,81.3
1203.000,81.3
1203.500,81.3
1204.000,81.3
1204.500,81.3
1205.000,81.3
1205.500,81.3
1206.000,81.3
1206.500,81.3
1207.000,81.3
1207.500,81.3
1208.000,81.3
1208.500,81.3
1209.000,81.3
1209.500,81.3
1210.000,81.3
1210.500,81.3
1211.000,81.3
1211.500,81.3
1212.000,81.3
1212.500,81.3
1213.000,81.3
1213.500,81.3
1214.000,81.3
1214.500,81.3
1215.000,81.3
1215.500,81.3
1216.000,81.3
1216.500,81.3
1217.000,81.3
1217.500,81.3
1218.000,81.3
1218.500,81.3
1219.000,81.2
1219.500,81.2
1220.000,81.2
1220.500,81.2
1221.000,81.2
1221.500,81.2
1222.000,81.2
1222.500,81.2
1223.000,81.2
1223.500,81.2
1224.000,81.2
1224.500,81.2
1225.000,81.2
1225.500,81.2
1226.000,81.2
1226.500,81.2
1227.000,81.2
1227.500,81.2
1228.000,81.2
1228.500,81.2
1229.000,81.2
1229.500,81.2
1230.000,81.2
1230.500,81.2
1231.000,81.2
1231.500,81.2
1232.000,81.2
1232.500,81.2
1233.000,81.2
1233.500,81.2
1234.000,81.2
1234.500,81.2
1235.000,81.2
1235.500,81.2
1236.000,81.2
1236.500,81.2
1237.000,81.2
1237.500,81.2
1238.000,81.2
1238.500,81.2
1239.000,81.2
1239.500,81.2
1240.000,81.2
1240.500,81.2
1241.000,81.2
1241.500,81.2
1242.000,81.2
1242.500,81.2
1243.000,81.2
1243.500,81.2
1244.000,81.2
1244.500,81.2
1245.000,81.2
1245.500,81.2
1246.000,81.2
1246.500,81.2
1247.000,81.2
1247.500,81.2
1248.000,81.1
1248.500,81.1
1249.000,81.1
1249.500,81.1
1250.000,81.1
1250.500,81.1
1251.000,81.1
1251.500,81.1
1252.000,81.1
1252.500,81.1
1253.000,81.1
1253.500,81.1
1254.000,81.1
1254.500,81.1
1255.000,81.1
1255.500,81.1
1256.000,81.1
1256.500,81.1
1257.000,81.1
1257.500,81.1
1258.000,81.1
1258.500,81.1
1259.000,81.1
1259.500,81.1
1260.000,81.1
1260.500,81.1
1261.000,81.1
1261.500,81.1
1262.000,81.1
1262.500,81.1
1263.000,81.1
1263.500,81.1
1264.000,81.1
1264.500,81.1
1265.000,81.1
1265.500,81.1
1266.000,81.0
1266.500,81.0
1267.000,81.0
1267.500,81.0
1268.000,81.0
1268.500,81.0
1269.000,81.0
1269.500,81.0
1270.000,81.0
1270.500,81.0
1271.000,81.0
1271.500,81.0
1272.000,81.0
1272.500,81.0
1273.000,81.0
1273.500,81.0
1274.000,81.0
1274.500,81.0
1275.000,81.0
1275.500,81.0
1276.000,81.0
1276.500,81.0
1277.000,81.0
1277.500,81.0
1278.000,81.0
1278.500,81.0
1279.000,81.0
1279.500,81.0
1280.000,81.0
1280.500,81.0
1281.000,81.0
1281.500,81.0
1282.000,81.0
1282.500,81.0
1283.000,81.0
1283.500,81.0
1284.000,81.0
1284.500,81.0
1285.000,81.0
1285.500,81.0
1286.000,80.9
1286.500,80.9
1287.000,80.9
1287.500,80.9
1288.000,80.9
1288.500,80.9
1289.000,80.9
1289.500,80.9
1290.000,80.9
1290.500,80.9
1291.000,80.9
1291.500,80.9
1292.000,80.9
1292.500,80.9
1293.000,80.9
1293.500,80.9
1294.000,80.9
1294.500,80.9
1295.000,80.9
1295.500,80.9
1296.000,80.9
1296.500,80.9
1297.000,80.9
1297.500,80.9
1298.000,80.9
1298.500,80.9
1299.000,80.9
1299.500,80.9
1300.000,80.9
1300.500,80.9
1301.000,80.9
1301.500,80.9
1302.000,80.9
1302.500,80.9
1303.000,80.9
1303.500,80.9
1304.000,80.9
1304.500,80.9
1305.000,80.9
1305.500,80.9
1306.000,80.9
1306.500,80.9
1307.000,80.9
1307.500,80.9
1308.000,80.9
1308.500,80.9
1309.000,80.9
1309.500,80.9
1310.000,80.9
1310.500,80.9
1311.000,80.9
1311.500,80.9
1312.000,80.8
1312.500,80.8
1313.000,80.8
1313.500,80.8
1314.000,80.8
1314.500,80.8
1315.000,80.8
1315.500,80.8
1316.000,80.8
1316.500,80.8
1317.000,80.8
1317.500,80.8
1318.000,80.8
1318.500,80.8
1319.000,80.8
1319.500,80.8
1320.000,80.8
1320.500,80.8
1321.000,80.8
1321.500,80.8
1322.000,80.8
1322.500,80.8
1323.000,80.8
1323.500,80.8
1324.000,80.8
1324.500,80.8
1325.000,80.8
1325.500,80.8
1326.000,80.8
1326.500,80.7
1327.000,80.7
1327.500,80.7
1328.000,80.7
1328.500,80.7
1329.000,80.7
1329.500,80.7
1330.000,80.7
1330.500,80.7
1331.000,80.7
1331.500,80.7
1332.000,80.7
1332.500,80.7
1333.000,80.7
1333.500,80.7
1334.000,80.7
1334.500,80.7
1335.000,80.7
1335.500,80.7
1336.000,80.7
1336.500,80.7
1337.000,80.7
1337.500,80.7
1338.000,80.7
1338.500,80.7
1339.000,80.7
1339.500,80.7
1340.000,80.7
1340.500,80.7
1341.000,80.7
1341.500,80.7
1342.000,80.7
1342.500,80.7
1343.000,80.7
1343.500,80.7
1344.000,80.7
1344.500,80.7
1345.000,80.7
1345.500,80.7
1346.000,80.7
1346.500,80.7
1347.000,80.7
1347.500,80.7
1348.000,80.7
1348.500,80.7
1349.000,80.7
1349.500,80.7
1350.000,80.6
1350.500,80.6
1351.000,80.6
1351.500,80.6
1352.000,80.6
1352.500,80.6
1353.000,80.6
1353.500,80.6
1354.000,80.6
1354.500,80.6
1355.000,80.6
1355.500,80.6
1356.000,80.6
1356.500,80.6
1357.000,80.6
1357.500,80.6
1358.000,80.6
1358.500,80.6
1359.000,80.6
1359.500,80.6
1360.000,80.6
1360.500,80.6
1361.000,80.6
1361.500,80.6
1362.000,80.6
1362.500,80.6
1363.000,80.6
1363.500,80.6
1364.000,80.6
1364.500,80.6
1365.000,80.6
1365.500,80.6
1366.000,80.6
1366.500,80.6
1367.000,80.6
1367.500,80.6
1368.000,80.6
1368.500,80.6
1369.000,80.6
1369.500,80.6
1370.000,80.6
1370.500,80.6
1371.000,80.6
1371.500,80.5
1372.000,80.5
1372.500,80.5
1373.000,80.5
1373.500,80.5
1374.000,80.5
1374.500,80.5
1375.000,80.5
1375.500,80.5
1376.000,80.5
1376.500,80.5
1377.000,80.5
1377.500,80.5
1378.000,80.5
1378.500,80.5
1379.000,80.5
1379.500,80.5
1380.000,80.5
1380.500,80.5
1381.000,80.5
1381.500,80.5
1382.000,80.5
1382.500,80.5
1383.000,80.5
1383.500,80.5
1384.000,80.5
1384.500,80.5
1385.000,80.5
1385.500,80.5
1386.000,80.5
1386.500,80.5
1387.000,80.5
1387.500,80.5
1388.000,80.5
1388.500,80.5
1389.000,80.4
1389.500,80.4
1390.000,80.4
1390.500,80.4
1391.000,80.4
1391.500,80.4
1392.000,80.4
1392.500,80.4
1393.000,80.4
1393.500,80.4
1394.000,80.4
1394.500,80.4
1395.000,80.4
1395.500,80.4
1396.000,80.4
1396.500,80.4
1397.000,80.4
1397.500,80.4
1398.000,80.4
1398.500,80.4
1399.000,80.4
1399.500,80.4
1400.000,80.4
1400.500,80.4
1401.000,80.4
1401.500,80.4
1402.000,80.4
1402.500,80.4
1403.000,80.4
1403.500,80.4
1404.000,80.4
1404.500,80.4
1405.000,80.4
1405.500,80.4
1406.000,80.4
1406.500,80.4
1407.000,80.4
1407.500,80.4
1408.000,80.4
1408.500,80.4
1409.000,80.4
1409.500,80.4
1410.000,80.4
1410.500,80.4
1411.000,80.4
1411.500,80.4
1412.000,80.4
1412.500,80.4
1413.000,80.4
1413.500,80.4
1414.000,80.3
1414.500,80.3
1415.000,80.3
1415.500,80.3
1416.000,80.3
1416.500,80.3
1417.000,80.3
1417.500,80.3
1418.000,80.3
1418.500,80.3
1419.000,80.3
1419.500,80.2
1420.000,80.2
1420.500,80.2
1421.000,80.2
1421.500,80.2
1422.000,80.2
1422.500,80.2
1423.000,80.2
1423.500,80.2
1424.000,80.2
1424.500,80.2
1425.000,80.2
1425.500,80.2
1426.000,80.3
1426.500,80.3
1427.000,80.3
1427.500,80.3
1428.000,80.3
1428.500,80.3
1429.000,80.3
1429.500,80.3
1430.000,80.2
1430.500,80.2
1431.000,80.2
1431.500,80.2
1432.000,80.2
1432.500,80.2
1433.000,80.2
1433.500,80.2
1434.000,80.2
1434.500,80.2
1435.000,80.2
1435.500,80.2
1436.000,80.2
1436.500,80.2
1437.000,80.2
1437.500,80.2
1438.000,80.2
1438.500,80.2
1439.000,80.2
1439.500,80.2
1440.000,80.2
1440.500,80.2
1441.000,80.2
1441.500,80.2
1442.000,80.2
1442.500,80.2
1443.000,80.2
1443.500,80.2
1444.000,80.2
1444.500,80.1
1445.000,80.1
1445.500,80.1
1446.000,80.1
1446.500,80.1
1447.000,80.1
1447.500,80.1
1448.000,80.1
1448.500,80.1
1449.000,80.1
1449.500,80.1
1450.000,80.1
1450.500,80.1
1451.000,80.1
1451.500,80.1
1452.000,80.1
1452.500,80.1
1453.000,80.1
1453.500,80.1
1454.000,80.1
1454.500,80.1
1455.000,80.1
1455.500,80.1
1456.000,80.1
1456.500,80.1
1457.000,80.1
1457.500,80.1
1458.000,80.1
1458.500,80.1
1459.000,80.1
1459.500,80.1
1460.000,80.1
1460.500,80.1
1461.000,80.1
1461.500,80.1
1462.000,80.1
1462.500,80.1
1463.000,80.1
1463.500,80.1
1464.000,80.1
1464.500,80.1
1465.000,80.1
1465.500,80.1
1466.000,80.0
1466.500,80.0
1467.000,80.0
1467.500,80.0
1468.000,80.0
1468.500,80.0
1469.000,80.0
1469.500,80.0
1470.000,80.0
1470.500,80.0
1471.000,80.0
1471.500,80.0
1472.000,80.0
1472.500,80.0
1473.000,80.0
1473.500,80.0
1474.000,80.0
1474.500,80.0
1475.000,80.0
1475.500,80.0
1476.000,80.0
1476.500,80.0
1477.000,80.0
1477.500,80.0
1478.000,80.0
1478.500,80.0
1479.000,80.0
1479.500,80.0
1480.000,80.0
1480.500,80.0
1481.000,80.0
1481.500,80.0
1482.000,80.0
1482.500,80.0
1483.000,80.0
1483.500,80.0
1484.000,80.0
1484.500,80.0
1485.000,80.0
1485.500,80.0
1486.000,80.0
1486.500,80.0
1487.000,80.0
1487.500,80.0
1488.000,80.0
1488.500,79.9
1489.000,79.9
1489.500,79.9
1490.000,79.9
1490.500,79.9
1491.000,79.9
1491.500,79.9
1492.000,79.9
1492.500,79.9
1493.000,79.9
1493.500,79.9
1494.000,79.9
1494.500,79.9
1495.000,79.9
1495.500,79.9
1496.000,79.9
1496.500,79.9
1497.000,79.9
1497.500,79.9
1498.000,79.9
1498.500,79.9
1499.000,79.9
1499.500,79.9
1500.000,79.9
1500.500,79.9
1501.000,79.9
1501.500,79.9
1502.000,79.9
1502.500,79.9
1503.000,79.9
1503.500,79.9
1504.000,79.9
1504.500,79.9
1505.000,79.9
1505.500,79.9
1506.000,79.9
1506.500,79.9
1507.000,79.9
1507.500,79.9
1508.000,79.9
1508.500,79.9
1509.000,79.9
1509.500,79.9
1510.000,79.9
1510.500,79.9
1511.000,79.9
1511.500,79.9
1512.000,79.9
1512.500,79.9
1513.000,79.9
1513.500,79.9
1514.000,79.9
1514.500,79.9
1515.000,79.9
1515.500,79.9
1516.000,79.9
1516.500,79.9
1517.000,79.9
1517.500,79.9
1518.000,79.9
1518.500,79.9
1519.000,79.9
1519.500,79.9
1520.000,79.8
1520.500,79.8
1521.000,79.8
1521.500,79.8
1522.000,79.8
1522.500,79.8
1523.000,79.8
1523.500,79.8
1524.000,79.8
1524.500,79.8
1525.000,79.8
1525.500,79.8
1526.000,79.8
1526.500,79.8
1527.000,79.8
1527.500,79.8
1528.000,79.8
1528.500,79.8
1529.000,79.8
1529.500,79.7
1530.000,79.7
1530.500,79.7
1531.000,79.7
1531.500,79.7
1532.000,79.7
1532.500,79.7
1533.000,79.7
1533.500,79.7
1534.000,79.7
1534.500,79.7
1535.000,79.7
1535.500,79.7
1536.000,79.7
1536.500,79.7
1537.000,79.7
1537.500,79.7
1538.000,79.7
1538.500,79.7
1539.000,79.7
1539.500,79.7
1540.000,79.7
1540.500,79.7
1541.000,79.7
1541.500,79.7
1542.000,79.7
1542.500,79.7
1543.000,79.7
1543.500,79.7
1544.000,79.7
1544.500,79.7
1545.000,79.7
1545.500,79.7
1546.000,79.7
1546.500,79.7
1547.000,79.7
1547.500,79.7
1548.000,79.7
1548.500,79.7
1549.000,79.7
1549.500,79.7
1550.000,79.7
1550.500,79.6
1551.000,79.6
1551.500,79.6
1552.000,79.6
1552.500,79.6
1553.000,79.6
1553.500,79.6
1554.000,79.6
1554.500,79.6
1555.000,79.6
1555.500,79.6
1556.000,79.6
1556.500,79.6
1557.000,79.6
1557.500,79.6
1558.000,79.6
1558.500,79.6
1559.000,79.6
1559.500,79.6
1560.000,79.6
1560.500,79.6
1561.000,79.6
1561.500,79.6
1562.000,79.6
1562.500,79.6
1563.000,79.6
1563.500,79.6
1564.000,79.6
1564.500,79.6
1565.000,79.6
1565.500,79.6
1566.000,79.6
1566.500,79.6
1567.000,79.6
1567.500,79.6
1568.000,79.6
1568.500,79.6
1569.000,79.6
1569.500,79.6
1570.000,79.6
1570.500,79.6
1571.000,79.6
1571.500,79.6
1572.000,79.6
1572.500,79.6
1573.000,79.6
1573.500,79.5
1574.000,79.5
1574.500,79.5
1575.000,79.5
1575.500,79.5
1576.000,79.5
1576.500,79.5
1577.000,79.5
1577.500,79.5
1578.000,79.5
1578.500,79.5
1579.000,79.5
1579.500,79.5
1580.000,79.5
1580.500,79.5
1581.000,79.5
1581.500,79.5
1582.000,79.5
1582.500,79.5
1583.000,79.5
1583.500,79.5
1584.000,79.5
1584.500,79.5
1585.000,79.5
1585.500,79.5
1586.000,79.5
1586.500,79.5
1587.000,79.5
1587.500,79.5
1588.000,79.5
1588.500,79.5
1589.000,79.4
1589.500,79.4
1590.000,79.4
1590.500,79.4
1591.000,79.4
1591.500,79.4
1592.000,79.4
1592.500,79.4
1593.000,79.4
1593.500,79.4
1594.000,79.4
1594.500,79.4
1595.000,79.4
1595.500,79.4
1596.000,79.4
1596.500,79.4
1597.000,79.4
1597.500,79.4
1598.000,79.4
1598.500,79.4
1599.000,79.4
1599.500,79.4
1600.000,79.4
1600.500,79.4
1601.000,79.4
1601.500,79.4
1602.000,79.4
1602.500,79.4
1603.000,79.4
1603.500,79.4
1604.000,79.4
1604.500,79.4
1605.000,79.4
1605.500,79.4
1606.000,79.4
1606.500,79.4
1607.000,79.4
1607.500,79.4
1608.000,79.4
1608.500,79.4
1609.000,79.4
1609.500,79.4
1610.000,79.4
1610.500,79.3
1611.000,79.3
1611.500,79.3
1612.000,79.3
1612.500,79.3
1613.000,79.3
1613.500,79.3
1614.000,79.3
1614.500,79.3
1615.000,79.3
1615.500,79.3
1616.000,79.3
1616.500,79.3
1617.000,79.3
1617.500,79.3
1618.000,79.3
1618.500,79.3
1619.000,79.3
1619.500,79.3
1620.000,79.3
1620.500,79.3
1621.000,79.3
1621.500,79.3
1622.000,79.3
1622.500,79.3
1623.000,79.3
1623.500,79.3
1624.000,79.3
1624.500,79.3
1625.000,79.3
1625.500,79.3
1626.000,79.3
1626.500,79.3
1627.000,79.3
1627.500,79.3
1628.000,79.3
1628.500,79.3
1629.000,79.3
1629.500,79.3
1630.000,79.3
1630.500,79.3
1631.000,79.3
1631.500,79.3
1632.000,79.3
1632.500,79.3
1633.000,79.3
1633.500,79.3
1634.000,79.3
1634.500,79.3
1635.000,79.3
1635.500,79.3
1636.000,79.3
1636.500,79.3
1637.000,79.3
1637.500,79.3
1638.000,79.3
1638.500,79.2
1639.000,79.2
1639.500,79.2
1640.000,79.2
1640.500,79.2
1641.000,79.2
1641.500,79.2
1642.000,79.2
1642.500,79.2
1643.000,79.2
1643.500,79.2
1644.000,79.2
1644.500,79.2
1645.000,79.2
1645.500,79.2
1646.000,79.2
1646.500,79.2
1647.000,79.2
1647.500,79.2
1648.000,79.2
1648.500,79.2
1649.000,79.2
1649.500,79.2
1650.000,79.2
1650.500,79.2
1651.000,79.2
1651.500,79.2
1652.000,79.2
1652.500,79.2
1653.000,79.2
1653.500,79.2
1654.000,79.2
1654.500,79.2
1655.000,79.2
1655.500,79.2
1656.000,79.2
