0!min.x,0!min.y,0!max.x,0!max.y,0!δ(min.x),0!δ(max.x),0!δ(min.y),0!δ(max.y),p1d1!min.x,p1d1!min.y,p1d1!max.x,p1d1!max.y,p1d1!δ(min.x),p1d1!δ(max.x),p1d1!δ(min.y),p1d1!δ(max.y),p1d2!min.x,p1d2!min.y,p1d2!max.x,p1d2!max.y,p1d2!δ(min.x),p1d2!δ(max.x),p1d2!δ(min.y),p1d2!δ(max.y),p1d3!min.x,p1d3!min.y,p1d3!max.x,p1d3!max.y,p1d3!δ(min.x),p1d3!δ(max.x),p1d3!δ(min.y),p1d3!δ(max.y),p3d1!min.x,p3d1!min.y,p3d1!max.x,p3d1!max.y,p3d1!δ(min.x),p3d1!δ(max.x),p3d1!δ(min.y),p3d1!δ(max.y),p3d2!min.x,p3d2!min.y,p3d2!max.x,p3d2!max.y,p3d2!δ(min.x),p3d2!δ(max.x),p3d2!δ(min.y),p3d2!δ(max.y),p13d2!min.x,p13d2!min.y,p13d2!max.x,p13d2!max.y,p13d2!δ(min.x),p13d2!δ(max.x),p13d2!δ(min.y),p13d2!δ(max.y),p13d3!min.x,p13d3!min.y,p13d3!max.x,p13d3!max.y,p13d3!δ(min.x),p13d3!δ(max.x),p13d3!δ(min.y),p13d3!δ(max.y),p12d2!min.x,p12d2!min.y,p12d2!max.x,p12d2!max.y,p12d2!δ(min.x),p12d2!δ(max.x),p12d2!δ(min.y),p12d2!δ(max.y)
26.0375,-0.17200000000000001,26.675500000000003,0.164,0.04,0.078,0.02,0.02,25.810500000000005,-0.247,26.327999999999996,0.255,0.032,0.021,0.02,0.02,29.719499999999996,-0.22449999999999998,30.3115,0.1945,0.052000000000000005,0.024,0.02,0.02,35.2485,-0.3385,35.960499999999996,0.26849999999999996,0.036000000000000004,0.08,0.02,0.02,35.766999999999996,-0.225,36.3155,0.216,0.065,0.018000000000000002,0.02,0.02,37.297,-0.2465,37.86000000000001,0.2555,0.025,0.063,0.02,0.02,35.6845,-0.18100000000000002,36.2125,0.155,0.05,0.022,0.02,0.02,34.516,-0.1635,35.1355,0.1855,0.059000000000000004,0.07,0.02,0.02,33.345,-0.23199999999999998,33.952,0.231,0.067,0.043000000000000003,0.02,0.02
27.31650000000001,-0.168,27.954499999999996,0.159,0.044,0.082,0.02,0.02,26.842999999999996,-0.238,27.3595,0.255,0.035,0.026000000000000002,0.02,0.02,30.898500000000002,-0.2205,31.4885,0.1895,0.078,0.066,0.02,0.02,36.673500000000004,-0.3335,37.38699999999999,0.26849999999999996,0.07,0.061,0.02,0.02,36.85849999999999,-0.22,37.4095,0.212,0.068,0.012,0.02,0.02,38.425000000000004,-0.2425,38.98799999999999,0.2505,0.037,0.069,0.02,0.02,36.738499999999995,-0.186,37.2615,0.15,0.024,0.066,0.02,0.02,35.7575,-0.1635,36.37650000000001,0.1855,0.042,0.058,0.02,0.02,34.55800000000001,-0.227,35.16400000000001,0.231,0.053,0.077,0.02,0.02
28.595,-0.163,29.2335,0.155,0.049,0.084,0.02,0.02,27.875,-0.23399999999999999,28.3915,0.251,0.039,0.032,0.02,0.02,32.077999999999996,-0.2205,32.669000000000004,0.1895,0.061,0.043000000000000003,0.02,0.02,38.100500000000004,-0.3335,38.8145,0.26849999999999996,0.05,0.036000000000000004,0.02,0.02,37.950500000000005,-0.216,38.4975,0.207,0.07200000000000001,0.028,0.02,0.02,39.552,-0.23750000000000002,40.11650000000001,0.2505,0.045,0.032,0.02,0.02,37.787000000000006,-0.18100000000000002,38.313500000000005,0.15,0.065,0.048,0.02,0.02,36.9965,-0.1595,37.61849999999999,0.1855,0.088,0.042,0.02,0.02,35.772,-0.227,36.376999999999995,0.231,0.031,0.065,0.02,0.02
29.873499999999993,-0.159,30.511999999999997,0.151,0.052000000000000005,0.089,0.02,0.02,28.90649999999999,-0.229,29.422500000000003,0.246,0.042,0.04,0.02,0.02,33.2585,-0.2205,33.846999999999994,0.1855,0.036000000000000004,0.077,0.02,0.02,39.525999999999996,-0.3295,40.23949999999999,0.26349999999999996,0.077,0.07,0.02,0.02,39.044,-0.216,39.589,0.20299999999999999,0.021,0.037,0.02,0.02,40.68000000000001,-0.2335,41.2435,0.2465,0.055,0.046,0.02,0.02,38.839,-0.18100000000000002,39.36450000000001,0.146,0.049,0.08,0.02,0.02,38.237500000000004,-0.1595,38.8575,0.1815,0.078,0.09,0.02,0.02,36.9835,-0.219,37.590500000000006,0.23500000000000001,0.07200000000000001,0.052000000000000005,0.02,0.02
31.152500000000003,-0.155,31.79100000000001,0.146,0.062,0.095,0.02,0.02,29.9385,-0.225,30.4545,0.242,0.048,0.042,0.02,0.02,34.437,-0.2155,35.02649999999999,0.1855,0.073,0.06,0.02,0.02,40.95250000000001,-0.3255,41.666,0.26849999999999996,0.06,0.049,0.02,0.02,40.135,-0.21200000000000002,40.679500000000004,0.19799999999999998,0.029,0.044,0.02,0.02,41.806999999999995,-0.2295,42.370999999999995,0.2425,0.061,0.055,0.02,0.02,39.891999999999996,-0.17700000000000002,40.416000000000004,0.15,0.031,0.067,0.02,0.02,39.4785,-0.1595,40.099,0.1815,0.068,0.081,0.02,0.02,38.19700000000001,-0.219,38.804,0.23500000000000001,0.059000000000000004,0.031,0.02,0.02
32.4305,-0.15,33.0685,0.142,0.07,0.10200000000000001,0.02,0.02,30.97,-0.221,31.485999999999997,0.238,0.053,0.051000000000000004,0.02,0.02,35.617,-0.2155,36.206999999999994,0.1855,0.055,0.035,0.02,0.02,42.379999999999995,-0.3255,43.091,0.26349999999999996,0.035,0.079,0.02,0.02,41.2255,-0.20700000000000002,41.7705,0.19399999999999998,0.036000000000000004,0.052000000000000005,0.02,0.02,42.93499999999999,-0.2245,43.4985,0.2375,0.07100000000000001,0.066,0.02,0.02,40.9415,-0.168,41.46750000000001,0.155,0.07,0.05,0.02,0.02,40.719500000000004,-0.1595,41.339999999999996,0.1815,0.054,0.07100000000000001,0.02,0.02,39.41,-0.219,40.0155,0.231,0.043000000000000003,0.07200000000000001,0.02,0.02
33.708999999999996,-0.146,34.35,0.142,0.077,0.037,0.02,0.02,32.00150000000001,-0.216,32.5175,0.233,0.058,0.056,0.02,0.02,36.7985,-0.2155,37.385000000000005,0.17650000000000002,0.024,0.069,0.02,0.02,43.8045,-0.3205,44.5175,0.26349999999999996,0.07,0.062,0.02,0.02,42.31650000000001,-0.203,42.8615,0.19,0.052000000000000005,0.062,0.02,0.02,44.062999999999995,-0.2245,44.62749999999999,0.2375,0.037,0.026000000000000002,0.02,0.02,41.99349999999999,-0.168,42.521,0.155,0.054,0.023,0.02,0.02,41.9615,-0.1595,42.5805,0.1815,0.036000000000000004,0.058,0.02,0.02,40.621500000000005,-0.214,41.22849999999999,0.231,0.076,0.06,0.02,0.02
34.986999999999995,-0.14200000000000002,35.62749999999999,0.138,0.083,0.044,0.02,0.02,33.032999999999994,-0.212,33.549,0.229,0.063,0.063,0.02,0.02,37.97449999999999,-0.2155,38.565,0.17650000000000002,0.068,0.051000000000000004,0.02,0.02,45.231,-0.3205,45.94400000000001,0.26349999999999996,0.051000000000000004,0.041,0.02,0.02,43.40700000000001,-0.199,43.95250000000001,0.185,0.063,0.07,0.02,0.02,45.19,-0.2205,45.7535,0.23349999999999999,0.051000000000000004,0.044,0.02,0.02,43.046499999999995,-0.168,43.57,0.15,0.032,0.07100000000000001,0.02,0.02,43.200500000000005,-0.1545,43.822,0.1815,0.09,0.043000000000000003,0.02,0.02,41.83449999999999,-0.214,42.442,0.231,0.064,0.043000000000000003,0.02,0.02
36.26500000000001,-0.137,36.904999999999994,0.133,0.093,0.059000000000000004,0.02,0.02,34.067,-0.212,34.582499999999996,0.229,0.017,0.02,0.02,0.02,39.153999999999996,-0.2155,39.743500000000004,0.17250000000000001,0.049,0.082,0.02,0.02,46.65599999999999,-0.3125,47.369,0.26349999999999996,0.079,0.073,0.02,0.02,44.4985,-0.194,45.047,0.185,0.07,0.021,0.02,0.02,46.3165,-0.2155,46.88000000000001,0.22949999999999998,0.062,0.059000000000000004,0.02,0.02,44.09550000000001,-0.164,44.62199999999999,0.15,0.074,0.055,0.02,0.02,44.441,-0.1545,45.061,0.17650000000000002,0.081,0.093,0.02,0.02,43.047999999999995,-0.214,43.653499999999994,0.227,0.049,0.08,0.02,0.02
37.5425,-0.133,38.1825,0.129,0.10200000000000001,0.074,0.02,0.02,35.096500000000006,-0.207,35.6125,0.225,0.036000000000000004,0.032,0.02,0.02,40.333,-0.2115,40.92249999999999,0.17250000000000001,0.081,0.066,0.02,0.02,48.082,-0.3125,48.79500000000001,0.26349999999999996,0.063,0.055,0.02,0.02,45.59150000000001,-0.194,46.135000000000005,0.181,0.026000000000000002,0.047,0.02,0.02,47.443999999999996,-0.2115,48.007,0.2245,0.07100000000000001,0.069,0.02,0.02,45.147000000000006,-0.164,45.6745,0.15,0.061,0.034,0.02,0.02,45.682,-0.1545,46.3015,0.17650000000000002,0.07100000000000001,0.08600000000000001,0.02,0.02,44.261500000000005,-0.214,44.866,0.227,0.028,0.069,0.02,0.02
