#dadi:   5
#lanci:  2000000
#volte:  10000
#thread: 50
#totale: 1000000000000
[17500/500000|3%]	14065728974	14065745043	5626176182	1125311501	112538129	4500171
[17550/500000|3%]	14105918866	14105933539	5642252438	1128523036	112859142	4512979
[17600/500000|3%]	14146102423	14146127719	5658321782	1131741525	113180909	4525642
[17650/500000|3%]	14186289469	14186308963	5674403084	1134957704	113502255	4538525
[17700/500000|3%]	14226482014	14226490188	5690478859	1138173465	113823888	4551586
[17750/500000|3%]	14266670079	14266677035	5706552031	1141390462	114146059	4564334
[17800/500000|3%]	14306847158	14306870687	5722632401	1144605076	114467394	4577284
[17850/500000|3%]	14347030898	14347059351	5738709278	1147821429	114788903	4590141
[17900/500000|3%]	14387214211	14387258170	5754777611	1151036336	115110619	4603053
[17950/500000|3%]	14427398215	14427447537	5770853532	1154252764	115432023	4615929
[18000/500000|3%]	14467585289	14467633572	5786932597	1157466824	115752709	4629009
[18050/500000|3%]	14507769959	14507818108	5803013366	1160682705	116074008	4641854
[18100/500000|3%]	14547955601	14548010058	5819088479	1163895513	116395483	4654866
[18150/500000|3%]	14588143128	14588200438	5835164398	1167107362	116717060	4667614
[18200/500000|3%]	14628331638	14628391083	5851234404	1170323950	117038375	4680550
[18250/500000|3%]	14668523446	14668578981	5867307797	1173536839	117359487	4693450
[18300/500000|3%]	14708712658	14708770997	5883381481	1176749174	117679427	4706263
