Model,TBS1102C
Firmware Version,v2015-08-04-prequal4ch70_v1.3

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,2e-08,
Sample Interval,1e-09,
Filter Frequency,2e+08,
Record Length,2000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.2,0.2
Label,,
TIME,CH1,CH2
-1.000e-06,0,-0.144
-9.990e-07,0.024,-0.128
-9.980e-07,0.048,-0.112
-9.970e-07,0.072,-0.096
-9.960e-07,0.104,-0.08
-9.950e-07,0.128,-0.064
-9.940e-07,0.152,-0.048
-9.930e-07,0.176,-0.032
-9.920e-07,0.2,-0.016
-9.910e-07,0.232,0
-9.900e-07,0.256,0.024
-9.890e-07,0.28,0.04
-9.880e-07,0.304,0.056
-9.870e-07,0.328,0.072
-9.860e-07,0.352,0.088
-9.850e-07,0.376,0.104
-9.840e-07,0.4,0.128
-9.830e-07,0.424,0.144
-9.820e-07,0.448,0.16
-9.810e-07,0.472,0.176
-9.800e-07,0.488,0.192
-9.790e-07,0.512,0.208
-9.780e-07,0.536,0.224
-9.770e-07,0.552,0.248
-9.760e-07,0.576,0.264
-9.750e-07,0.6,0.28
-9.740e-07,0.616,0.296
-9.730e-07,0.632,0.304
-9.720e-07,0.656,0.32
-9.710e-07,0.672,0.336
-9.700e-07,0.688,0.352
-9.690e-07,0.704,0.368
-9.680e-07,0.72,0.384
-9.670e-07,0.736,0.4
-9.660e-07,0.752,0.416
-9.650e-07,0.768,0.432
-9.640e-07,0.776,0.448
-9.630e-07,0.792,0.456
-9.620e-07,0.8,0.472
-9.610e-07,0.816,0.48
-9.600e-07,0.824,0.496
-9.590e-07,0.84,0.504
-9.580e-07,0.848,0.52
-9.570e-07,0.856,0.528
-9.560e-07,0.864,0.544
-9.550e-07,0.872,0.552
-9.540e-07,0.88,0.56
-9.530e-07,0.888,0.568
-9.520e-07,0.888,0.576
-9.510e-07,0.896,0.584
-9.500e-07,0.896,0.592
-9.490e-07,0.896,0.6
-9.480e-07,0.904,0.608
-9.470e-07,0.904,0.616
-9.460e-07,0.904,0.624
-9.450e-07,0.904,0.632
-9.440e-07,0.904,0.64
-9.430e-07,0.904,0.64
-9.420e-07,0.896,0.64
-9.410e-07,0.896,0.648
-9.400e-07,0.888,0.648
-9.390e-07,0.88,0.648
-9.380e-07,0.88,0.648
-9.370e-07,0.872,0.648
-9.360e-07,0.864,0.656
-9.350e-07,0.856,0.656
-9.340e-07,0.848,0.656
-9.330e-07,0.832,0.648
-9.320e-07,0.824,0.648
-9.310e-07,0.816,0.648
-9.300e-07,0.8,0.648
-9.290e-07,0.792,0.64
-9.280e-07,0.776,0.64
-9.270e-07,0.76,0.632
-9.260e-07,0.744,0.624
-9.250e-07,0.736,0.624
-9.240e-07,0.72,0.616
-9.230e-07,0.696,0.608
-9.220e-07,0.68,0.6
-9.210e-07,0.664,0.592
-9.200e-07,0.648,0.584
-9.190e-07,0.624,0.576
-9.180e-07,0.608,0.568
-9.170e-07,0.584,0.552
-9.160e-07,0.56,0.544
-9.150e-07,0.536,0.536
-9.140e-07,0.52,0.52
-9.130e-07,0.496,0.512
-9.120e-07,0.472,0.496
