Model,TBS1102C
Firmware Version,v2015-08-04-prequal4ch70_v1.3

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.002,
Sample Interval,1.6e-05,
Filter Frequency,2e+08,
Record Length,2000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.5,0.5
Label,,
TIME,CH1,CH2
-1.600e-02,2.18,2.2
-1.598e-02,2.2,2.2
-1.597e-02,2.2,2.2
-1.595e-02,2.2,2.2
-1.594e-02,2.2,2.2
-1.592e-02,2.22,2.2
-1.590e-02,2.22,2.22
-1.589e-02,2.22,2.2
-1.587e-02,2.22,2.22
-1.586e-02,2.24,2.22
-1.584e-02,2.24,2.22
-1.582e-02,2.24,2.22
-1.581e-02,2.24,2.22
-1.579e-02,2.26,2.24
-1.578e-02,2.24,2.24
-1.576e-02,2.24,2.24
-1.574e-02,2.26,2.24
-1.573e-02,2.26,2.26
-1.571e-02,2.26,2.24
-1.570e-02,2.26,2.26
-1.568e-02,2.26,2.26
-1.566e-02,2.26,2.26
-1.565e-02,2.26,2.26
-1.563e-02,2.28,2.26
-1.562e-02,2.28,2.28
-1.560e-02,2.28,2.28
-1.558e-02,2.3,2.28
-1.557e-02,2.3,2.28
-1.555e-02,2.28,2.28
-1.554e-02,2.28,2.28
-1.552e-02,2.28,2.28
-1.550e-02,2.3,2.3
-1.549e-02,2.3,2.28
-1.547e-02,2.3,2.3
-1.546e-02,2.3,2.3
-1.544e-02,2.3,2.3
-1.542e-02,2.3,2.3
-1.541e-02,2.3,2.3
-1.539e-02,2.3,2.3
-1.538e-02,2.3,2.3
-1.536e-02,2.3,2.3
-1.534e-02,2.32,2.3
-1.533e-02,2.3,2.32
-1.531e-02,2.32,2.3
-1.530e-02,2.32,2.32
-1.528e-02,2.32,2.3
-1.526e-02,2.32,2.32
-1.525e-02,2.32,2.32
-1.523e-02,2.32,2.32
-1.522e-02,2.32,2.32
-1.520e-02,2.32,2.32
-1.518e-02,2.32,2.32
-1.517e-02,2.32,2.32
-1.515e-02,2.32,2.32
-1.514e-02,2.32,2.32
-1.512e-02,2.32,2.34
-1.510e-02,2.32,2.32
-1.509e-02,2.34,2.32
-1.507e-02,2.32,2.32
-1.506e-02,2.34,2.32
-1.504e-02,2.34,2.34
-1.502e-02,2.32,2.32
-1.501e-02,2.32,2.32
-1.499e-02,2.34,2.32
-1.498e-02,2.34,2.34
-1.496e-02,2.32,2.34
-1.494e-02,2.32,2.32
-1.493e-02,2.34,2.34
-1.491e-02,2.36,2.34
-1.490e-02,2.34,2.34
-1.488e-02,2.34,2.34
-1.486e-02,2.34,2.32
-1.485e-02,2.32,2.34
-1.483e-02,2.34,2.34
-1.482e-02,2.34,2.34
-1.480e-02,2.34,2.32
-1.478e-02,2.32,2.32
-1.477e-02,2.32,2.32
-1.475e-02,2.32,2.32
-1.474e-02,2.32,2.32
-1.472e-02,2.32,2.32
-1.470e-02,2.32,2.32
-1.469e-02,2.32,2.32
-1.467e-02,2.32,2.32
-1.466e-02,2.32,2.32
-1.464e-02,2.32,2.32
-1.462e-02,2.32,2.32
-1.461e-02,2.32,2.3
-1.459e-02,2.32,2.32
-1.458e-02,2.32,2.32
-1.456e-02,2.32,2.32
-1.454e-02,2.32,2.32
-1.453e-02,2.3,2.32
-1.451e-02,2.32,2.32
-1.450e-02,2.3,2.32
-1.448e-02,2.3,2.3
-1.446e-02,2.3,2.3
-1.445e-02,2.3,2.3
-1.443e-02,2.3,2.3
-1.442e-02,2.3,2.3
-1.440e-02,2.32,2.3
-1.438e-02,2.3,2.3
-1.437e-02,2.3,2.28
-1.435e-02,2.3,2.28
-1.434e-02,2.3,2.28
-1.432e-02,2.28,2.28
-1.430e-02,2.3,2.28
-1.429e-02,2.28,2.28
-1.427e-02,2.28,2.28
-1.426e-02,2.28,2.26
-1.424e-02,2.28,2.26
-1.422e-02,2.26,2.28
-1.421e-02,2.26,2.28
-1.419e-02,2.26,2.26
-1.418e-02,2.26,2.26
-1.416e-02,2.26,2.26
-1.414e-02,2.28,2.26
-1.413e-02,2.24,2.26
-1.411e-02,2.26,2.24
-1.410e-02,2.24,2.24
-1.408e-02,2.24,2.24
-1.406e-02,2.24,2.24
-1.405e-02,2.26,2.24
-1.403e-02,2.22,2.24
-1.402e-02,2.22,2.22
-1.400e-02,2.22,2.22
-1.398e-02,2.22,2.22
-1.397e-02,2.22,2.22
-1.395e-02,2.22,2.22
-1.394e-02,2.22,2.2
-1.392e-02,2.2,2.2
-1.390e-02,2.2,2.2
-1.389e-02,2.2,2.2
-1.387e-02,2.2,2.2
-1.386e-02,2.18,2.2
-1.384e-02,2.18,2.18
-1.382e-02,2.18,2.18
-1.381e-02,2.18,2.18
-1.379e-02,2.18,2.18
-1.378e-02,2.18,2.18
-1.376e-02,2.16,2.18
-1.374e-02,2.16,2.16
-1.373e-02,2.16,2.16
-1.371e-02,2.16,2.16
-1.370e-02,2.16,2.14
-1.368e-02,2.14,2.16
-1.366e-02,2.14,2.16
-1.365e-02,2.14,2.14
-1.363e-02,2.12,2.14
-1.362e-02,2.12,2.12
-1.360e-02,2.12,2.14
-1.358e-02,2.12,2.12
-1.357e-02,2.12,2.12
-1.355e-02,2.12,2.12
-1.354e-02,2.1,2.1
-1.352e-02,2.1,2.1
-1.350e-02,2.1,2.1
-1.349e-02,2.08,2.1
-1.347e-02,2.08,2.08
-1.346e-02,2.08,2.08
-1.344e-02,2.06,2.08
-1.342e-02,2.06,2.06
-1.341e-02,2.06,2.06
-1.339e-02,2.06,2.06
-1.338e-02,2.06,2.06
-1.336e-02,2.04,2.04
-1.334e-02,2.04,2.04
-1.333e-02,2.04,2.04
-1.331e-02,2.02,2.02
-1.330e-02,2.02,2.02
-1.328e-02,2.02,2.02
-1.326e-02,2,2.02
-1.325e-02,2,2
-1.323e-02,2,2
-1.322e-02,2,1.98
-1.320e-02,2,2
-1.318e-02,1.98,1.98
-1.317e-02,1.98,1.98
-1.315e-02,1.96,1.98
-1.314e-02,1.98,1.96
-1.312e-02,1.96,1.96
-1.310e-02,1.94,1.96
-1.309e-02,1.94,1.94
-1.307e-02,1.94,1.94
-1.306e-02,1.94,1.92
-1.304e-02,1.94,1.92
-1.302e-02,1.92,1.92
-1.301e-02,1.9,1.9
-1.299e-02,1.9,1.9
-1.298e-02,1.9,1.9
-1.296e-02,1.9,1.9
-1.294e-02,1.88,1.9
-1.293e-02,1.88,1.88
-1.291e-02,1.86,1.88
-1.290e-02,1.86,1.86
-1.288e-02,1.86,1.86
-1.286e-02,1.84,1.86
-1.285e-02,1.84,1.84
-1.283e-02,1.84,1.84
-1.282e-02,1.84,1.84
-1.280e-02,1.82,1.82
-1.278e-02,1.82,1.82
-1.277e-02,1.8,1.82
-1.275e-02,1.8,1.8
-1.274e-02,1.8,1.8
-1.272e-02,1.78,1.8
-1.270e-02,1.78,1.78
-1.269e-02,1.76,1.76
-1.267e-02,1.76,1.76
-1.266e-02,1.76,1.76
-1.264e-02,1.74,1.76
-1.262e-02,1.74,1.74
-1.261e-02,1.74,1.74
-1.259e-02,1.72,1.74
-1.258e-02,1.72,1.72
-1.256e-02,1.7,1.72
-1.254e-02,1.7,1.7
-1.253e-02,1.7,1.7
-1.251e-02,1.68,1.68
-1.250e-02,1.68,1.7
-1.248e-02,1.68,1.68
-1.246e-02,1.66,1.66
-1.245e-02,1.66,1.66
-1.243e-02,1.66,1.66
