Model,TBS1102C
Firmware Version,v2015-08-04-prequal4ch70_v1.3

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,2e-05,
Sample Interval,1.6e-07,
Filter Frequency,2e+08,
Record Length,2000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,1,1
Label,,
TIME,CH1,CH2
-2.112e-05,-2.28,-2.24
-2.096e-05,-2.28,-2.2
-2.080e-05,-2.28,-2.2
-2.064e-05,-2.28,-2.2
-2.048e-05,-2.28,-2.2
-2.032e-05,-2.28,-2.2
-2.016e-05,-2.28,-2.2
-2.000e-05,-2.28,-2.2
-1.984e-05,-2.28,-2.2
-1.968e-05,-2.28,-2.2
-1.952e-05,-2.28,-2.2
-1.936e-05,-2.28,-2.2
-1.920e-05,-2.28,-2.24
-1.904e-05,-2.28,-2.24
-1.888e-05,-2.28,-2.2
-1.872e-05,-2.28,-2.2
-1.856e-05,-2.28,-2.2
-1.840e-05,-2.28,-2.2
-1.824e-05,-2.28,-2.2
-1.808e-05,-2.28,-2.2
-1.792e-05,-2.28,-2.2
-1.776e-05,-2.28,-2.2
-1.760e-05,-2.24,-2.24
-1.744e-05,-2.28,-2.2
-1.728e-05,-2.24,-2.2
-1.712e-05,-2.28,-2.2
-1.696e-05,-2.24,-2.2
-1.680e-05,-2.28,-2.2
-1.664e-05,-2.24,-2.2
-1.648e-05,-2.28,-2.2
-1.632e-05,-2.28,-2.2
-1.616e-05,-2.24,-2.24
-1.600e-05,-2.28,-2.2
-1.584e-05,-2.28,-2.2
-1.568e-05,-2.24,-2.24
-1.552e-05,-2.24,-2.24
-1.536e-05,-2.28,-2.2
-1.520e-05,-2.28,-2.2
-1.504e-05,-2.28,-2.2
-1.488e-05,-2.24,-2.2
-1.472e-05,-2.28,-2.2
-1.456e-05,-2.24,-2.2
-1.440e-05,-2.24,-2.24
-1.424e-05,-2.28,-2.2
-1.408e-05,-2.28,-2.2
-1.392e-05,-2.28,-2.2
-1.376e-05,-2.24,-2.24
-1.360e-05,-2.28,-2.2
-1.344e-05,-2.28,-2.24
-1.328e-05,-2.28,-2.2
-1.312e-05,-2.28,-2.24
-1.296e-05,-2.28,-2.2
-1.280e-05,-2.24,-2.2
-1.264e-05,-2.28,-2.2
-1.248e-05,-2.24,-2.2
-1.232e-05,-2.24,-2.2
-1.216e-05,-2.28,-2.2
-1.200e-05,-2.28,-2.2
-1.184e-05,-2.24,-2.2
-1.168e-05,-2.28,-2.2
-1.152e-05,-2.28,-2.24
-1.136e-05,-2.28,-2.2
-1.120e-05,-2.28,-2.2
-1.104e-05,-2.28,-2.2
-1.088e-05,-2.28,-2.2
-1.072e-05,-2.28,-2.2
-1.056e-05,-2.28,-2.24
-1.040e-05,-2.24,-2.24
-1.024e-05,-2.28,-2.2
-1.008e-05,-2.28,-2.2
-9.920e-06,-2.24,-2.2
-9.760e-06,-2.24,-2.2
-9.600e-06,-2.28,-2.2
-9.440e-06,-2.24,-2.2
-9.280e-06,-2.24,-2.24
-9.120e-06,-2.28,-2.2
-8.960e-06,-2.28,-2.2
