Model,TBS1102C
Firmware Version,v2015-08-04-prequal4ch70_v1.3

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,2e-06,
Sample Interval,1.6e-08,
Filter Frequency,2e+08,
Record Length,2000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.2,0.2
Label,,
TIME,CH1,CH2
-1.600e-05,-0.056,-0.4
-1.598e-05,-0.064,-0.4
-1.597e-05,-0.064,-0.4
-1.595e-05,-0.072,-0.408
-1.594e-05,-0.072,-0.416
-1.592e-05,-0.072,-0.408
-1.590e-05,-0.072,-0.408
-1.589e-05,-0.08,-0.408
-1.587e-05,-0.088,-0.408
-1.586e-05,-0.08,-0.416
-1.584e-05,-0.088,-0.416
-1.582e-05,-0.088,-0.416
-1.581e-05,-0.088,-0.424
-1.579e-05,-0.096,-0.424
-1.578e-05,-0.096,-0.424
-1.576e-05,-0.096,-0.424
-1.574e-05,-0.104,-0.424
-1.573e-05,-0.104,-0.432
-1.571e-05,-0.104,-0.424
-1.570e-05,-0.104,-0.432
-1.568e-05,-0.112,-0.432
-1.566e-05,-0.112,-0.432
-1.565e-05,-0.112,-0.432
-1.563e-05,-0.12,-0.432
-1.562e-05,-0.12,-0.432
-1.560e-05,-0.12,-0.432
-1.558e-05,-0.12,-0.44
-1.557e-05,-0.136,-0.44
-1.555e-05,-0.136,-0.44
-1.554e-05,-0.136,-0.44
-1.552e-05,-0.136,-0.448
-1.550e-05,-0.136,-0.448
-1.549e-05,-0.136,-0.448
-1.547e-05,-0.136,-0.448
-1.546e-05,-0.144,-0.448
-1.544e-05,-0.144,-0.448
-1.542e-05,-0.144,-0.448
-1.541e-05,-0.152,-0.448
-1.539e-05,-0.152,-0.456
-1.538e-05,-0.152,-0.464
-1.536e-05,-0.16,-0.456
-1.534e-05,-0.168,-0.456
-1.533e-05,-0.168,-0.456
-1.531e-05,-0.168,-0.464
-1.530e-05,-0.168,-0.464
-1.528e-05,-0.168,-0.464
-1.526e-05,-0.168,-0.464
-1.525e-05,-0.176,-0.464
-1.523e-05,-0.176,-0.472
-1.522e-05,-0.184,-0.464
-1.520e-05,-0.184,-0.472
-1.518e-05,-0.184,-0.472
-1.517e-05,-0.184,-0.472
-1.515e-05,-0.192,-0.48
-1.514e-05,-0.192,-0.472
-1.512e-05,-0.192,-0.48
-1.510e-05,-0.2,-0.488
-1.509e-05,-0.2,-0.488
-1.507e-05,-0.2,-0.48
-1.506e-05,-0.208,-0.48
-1.504e-05,-0.208,-0.48
-1.502e-05,-0.208,-0.48
-1.501e-05,-0.208,-0.488
-1.499e-05,-0.216,-0.488
-1.498e-05,-0.224,-0.488
-1.496e-05,-0.216,-0.488
-1.494e-05,-0.216,-0.488
-1.493e-05,-0.224,-0.496
-1.491e-05,-0.232,-0.496
-1.490e-05,-0.224,-0.496
-1.488e-05,-0.224,-0.496
-1.486e-05,-0.232,-0.504
-1.485e-05,-0.232,-0.496
-1.483e-05,-0.232,-0.504
-1.482e-05,-0.24,-0.504
-1.480e-05,-0.24,-0.504
-1.478e-05,-0.24,-0.504
-1.477e-05,-0.256,-0.504
-1.475e-05,-0.248,-0.512
-1.474e-05,-0.256,-0.512
-1.472e-05,-0.256,-0.512
-1.470e-05,-0.256,-0.512
-1.469e-05,-0.256,-0.512
-1.467e-05,-0.264,-0.512
-1.466e-05,-0.264,-0.52
-1.464e-05,-0.264,-0.512
-1.462e-05,-0.264,-0.512
-1.461e-05,-0.272,-0.52
-1.459e-05,-0.28,-0.52
-1.458e-05,-0.272,-0.52
-1.456e-05,-0.28,-0.52
-1.454e-05,-0.288,-0.52
-1.453e-05,-0.28,-0.52
-1.451e-05,-0.28,-0.52
-1.450e-05,-0.288,-0.52
-1.448e-05,-0.288,-0.52
-1.446e-05,-0.288,-0.528
-1.445e-05,-0.296,-0.528
-1.443e-05,-0.296,-0.528
-1.442e-05,-0.304,-0.528
-1.440e-05,-0.304,-0.528
-1.438e-05,-0.304,-0.536
-1.437e-05,-0.304,-0.528
-1.435e-05,-0.304,-0.536
-1.434e-05,-0.312,-0.536
-1.432e-05,-0.312,-0.536
-1.430e-05,-0.312,-0.536
-1.429e-05,-0.312,-0.536
-1.427e-05,-0.32,-0.544
-1.426e-05,-0.32,-0.536
-1.424e-05,-0.32,-0.544
-1.422e-05,-0.328,-0.536
-1.421e-05,-0.328,-0.544
-1.419e-05,-0.328,-0.544
-1.418e-05,-0.336,-0.544
-1.416e-05,-0.336,-0.544
-1.414e-05,-0.344,-0.544
-1.413e-05,-0.336,-0.544
-1.411e-05,-0.336,-0.552
-1.410e-05,-0.344,-0.544
-1.408e-05,-0.344,-0.544
-1.406e-05,-0.344,-0.552
-1.405e-05,-0.352,-0.552
-1.403e-05,-0.36,-0.552
-1.402e-05,-0.352,-0.552
-1.400e-05,-0.352,-0.552
-1.398e-05,-0.36,-0.552
-1.397e-05,-0.36,-0.552
-1.395e-05,-0.36,-0.552
-1.394e-05,-0.36,-0.552
-1.392e-05,-0.368,-0.552
-1.390e-05,-0.368,-0.552
-1.389e-05,-0.368,-0.56
-1.387e-05,-0.376,-0.56
-1.386e-05,-0.384,-0.56
-1.384e-05,-0.376,-0.56
-1.382e-05,-0.384,-0.56
-1.381e-05,-0.384,-0.56
-1.379e-05,-0.384,-0.56
-1.378e-05,-0.384,-0.568
-1.376e-05,-0.392,-0.568
-1.374e-05,-0.392,-0.576
-1.373e-05,-0.392,-0.568
-1.371e-05,-0.392,-0.568
-1.370e-05,-0.4,-0.568
-1.368e-05,-0.4,-0.568
-1.366e-05,-0.4,-0.568
-1.365e-05,-0.4,-0.576
-1.363e-05,-0.408,-0.576
-1.362e-05,-0.408,-0.576
-1.360e-05,-0.408,-0.576
-1.358e-05,-0.408,-0.576
-1.357e-05,-0.416,-0.584
-1.355e-05,-0.416,-0.576
-1.354e-05,-0.424,-0.576
-1.352e-05,-0.424,-0.576
-1.350e-05,-0.424,-0.576
-1.349e-05,-0.424,-0.576
-1.347e-05,-0.424,-0.576
-1.346e-05,-0.432,-0.576
-1.344e-05,-0.432,-0.576
-1.342e-05,-0.432,-0.576
-1.341e-05,-0.44,-0.584
-1.339e-05,-0.44,-0.584
-1.338e-05,-0.44,-0.584
-1.336e-05,-0.44,-0.584
-1.334e-05,-0.448,-0.584
-1.333e-05,-0.44,-0.584
-1.331e-05,-0.448,-0.592
-1.330e-05,-0.448,-0.584
-1.328e-05,-0.448,-0.592
-1.326e-05,-0.448,-0.584
-1.325e-05,-0.456,-0.584
-1.323e-05,-0.464,-0.592
-1.322e-05,-0.464,-0.592
-1.320e-05,-0.464,-0.592
-1.318e-05,-0.464,-0.592
-1.317e-05,-0.464,-0.592
-1.315e-05,-0.464,-0.592
-1.314e-05,-0.472,-0.6
-1.312e-05,-0.472,-0.592
-1.310e-05,-0.472,-0.592
-1.309e-05,-0.472,-0.592
-1.307e-05,-0.472,-0.592
-1.306e-05,-0.48,-0.6
-1.304e-05,-0.48,-0.6
-1.302e-05,-0.48,-0.6
-1.301e-05,-0.488,-0.6
-1.299e-05,-0.488,-0.6
-1.298e-05,-0.488,-0.6
-1.296e-05,-0.488,-0.6
-1.294e-05,-0.496,-0.6
-1.293e-05,-0.496,-0.6
-1.291e-05,-0.504,-0.6
-1.290e-05,-0.496,-0.6
-1.288e-05,-0.496,-0.6
-1.286e-05,-0.504,-0.6
-1.285e-05,-0.512,-0.608
-1.283e-05,-0.504,-0.608
-1.282e-05,-0.512,-0.6
-1.280e-05,-0.52,-0.608
