    Finished release [optimized] target(s) in 0.08s
     Running `target/release/rberga06-cltfis-lab1-random`
#dadi:   6
#lanci:  5000000
#volte:  10000
#thread: 20
#totale: 1000000000000
[4960/200000|2%]	8305437903	9966654667	4983194534	1328887409	199346169	15948004	531314
[4980/200000|2%]	8338927864	10006843611	5003289316	1334242618	200150810	16012244	533537
[5000/200000|2%]	8372411244	10047028917	5023392390	1339600820	200954224	16076738	535667
[5020/200000|2%]	8405896193	10087217139	5043492868	1344956619	201758270	16141029	537882
[5040/200000|2%]	8439384544	10127403447	5063585513	1350318356	202562658	16205391	540091
[5060/200000|2%]	8472872064	10167590674	5083686585	1355671924	203366734	16269710	542309
[5080/200000|2%]	8506359010	10207776225	5103789178	1361026595	204170588	16333916	544488
[5100/200000|2%]	8539854483	10247967022	5123875855	1366384192	204973357	16398445	546646
[5120/200000|2%]	8573342500	10288162420	5143965484	1371741233	205777005	16462573	548785
[5140/200000|2%]	8606829582	10328349964	5164056832	1377104254	206582163	16526311	550894
[5160/200000|2%]	8640318837	10368537577	5184156801	1382458296	207384787	16590669	553033
[5180/200000|2%]	8673816901	10408730853	5204242720	1387811007	208188580	16654761	555178
[5200/200000|2%]	8707305014	10448919247	5224340867	1393166026	208992263	16719361	557222
[5220/200000|2%]	8740801867	10489100246	5244431306	1398526449	209797481	16783361	559290
[5240/200000|2%]	8774290270	10529288090	5264524909	1403887234	210600471	16847636	561390
[5260/200000|2%]	8807784305	10569472769	5284615121	1409246208	211406128	16912017	563452
[5280/200000|2%]	8841272299	10609656839	5304713154	1414605396	212210376	16976414	565522
[5300/200000|2%]	8874760992	10649848978	5324803863	1419964907	213012889	17040714	567657
[5320/200000|2%]	8908245787	10690036714	5344898245	1425327821	213816506	17105038	569889
[5340/200000|2%]	8941738342	10730220283	5364992844	1430686766	214620575	17169146	572044
[5360/200000|2%]	8975230181	10770401688	5385086169	1436049892	215424424	17233390	574256
[5380/200000|2%]	9008721064	10810586048	5405180705	1441410446	216227510	17297796	576431
[5400/200000|2%]	9042204447	10850784069	5425268214	1446771395	217031139	17362152	578584
[5420/200000|2%]	9075695471	10890969935	5445363282	1452128409	217835365	17426765	580773
[5440/200000|2%]	9109194911	10931151656	5465457319	1457482519	218639887	17490710	582998
[5460/200000|2%]	9142680262	10971345779	5485548351	1462843726	219441776	17555091	585015
[5480/200000|2%]	9176175126	11011526500	5505642688	1468203408	220245625	17619455	587198
[5500/200000|2%]	9209668430	11051708575	5525737282	1473562859	221049677	17683760	589417
[5520/200000|2%]	9243154943	11091903741	5545826097	1478921990	221853707	17747929	591593
[5540/200000|2%]	9276644792	11132085051	5565925729	1484280451	222658443	17811751	593783
[5560/200000|2%]	9310124474	11172278867	5586024243	1489637981	223462512	17875980	595943
[5580/200000|2%]	9343619100	11212465334	5606117473	1494994465	224265638	17939982	598008
[5600/200000|2%]	9377106855	11252655730	5626212405	1500349313	225071694	18003871	600132
[5620/200000|2%]	9410592437	11292848938	5646305429	1505707652	225875459	18067813	602272
[5640/200000|2%]	9444077335	11333043441	5666398299	1511064187	226680401	18131842	604495
[5660/200000|2%]	9477569575	11373229834	5686492696	1516420753	227484362	18196099	606681
[5680/200000|2%]	9511052694	11413423319	5706589101	1521778510	228287137	18260409	608830
[5700/200000|2%]	9544546462	11453611993	5726680157	1527134635	229091050	18324707	610996
[5720/200000|2%]	9578037698	11493796528	5746780492	1532488468	229894494	18389162	613158
[5740/200000|2%]	9611525239	11533985411	5766874794	1537850293	230695664	18453335	615264
[5760/200000|2%]	9645021602	11574169131	5786969425	1543204244	231500929	18517238	617431
[5780/200000|2%]	9678513934	11614356935	5807064332	1548560691	232302897	18581605	619606
[5800/200000|2%]	9711994297	11654549215	5827162081	1553920856	233106020	18645795	621736
[5820/200000|2%]	9745486185	11694736471	5847256555	1559277978	233908849	18710045	623917
[5840/200000|2%]	9778972868	11734922498	5867353206	1564637347	234713976	18774120	625985
[5860/200000|2%]	9812466695	11775118912	5887440568	1569989540	235517690	18838469	628126
[5880/200000|2%]	9845956706	11815305239	5907537524	1575346369	236321211	18902723	630228
[5900/200000|2%]	9879443487	11855501803	5927625904	1580703453	237125904	18967058	632391
[5920/200000|2%]	9912929062	11895687237	5947721794	1586066367	237929737	19031272	634531
[5940/200000|2%]	9946418857	11935877084	5967815723	1591423054	238733051	19095606	636625
[5960/200000|2%]	9979901417	11976070297	5987914754	1596779596	239535326	19159862	638748
[5980/200000|2%]	10013397303	12016256238	6008001378	1602138765	240341935	19223457	640924
[6000/200000|3%]	10046892817	12056438027	6028097368	1607494415	241146282	19287997	643094
[6020/200000|3%]	10080381954	12096628822	6048192951	1612850475	241948255	19352357	645186
[6040/200000|3%]	10113868015	12136818977	6068285418	1618209455	242754092	19416762	647281
[6060/200000|3%]	10147359193	12177006681	6088380356	1623566759	243556593	19481021	649397
[6080/200000|3%]	10180842751	12217195762	6108477956	1628928232	244358299	19545419	651581
[6100/200000|3%]	10214329741	12257390042	6128570429	1634282719	245163421	19609929	653719
[6120/200000|3%]	10247819802	12297587695	6148659140	1639635144	245967801	19674475	655943
[6140/200000|3%]	10281302051	12337779130	6168756080	1644993683	246772462	19738568	658026
[6160/200000|3%]	10314791325	12377971311	6188849241	1650348564	247576328	19803076	660155
[6180/200000|3%]	10348276591	12418160924	6208945290	1655706351	248380926	19867595	662323
[6200/200000|3%]	10381767109	12458353104	6229033611	1661065225	249184658	19931858	664435
[6220/200000|3%]	10415259996	12498546655	6249119513	1666422951	249987574	19996730	666581
[6240/200000|3%]	10448755602	12538731935	6269209448	1671782063	250791113	20061091	668748
[6260/200000|3%]	10482251184	12578920053	6289298536	1677139291	251594428	20125625	670883
[6280/200000|3%]	10515747045	12619095228	6309400964	1682494796	252399267	20189699	673001
[6300/200000|3%]	10549244214	12659277063	6329492400	1687853959	253203036	20254118	675210
[6320/200000|3%]	10582733336	12699467079	6349583072	1693214510	254006405	20318240	677358
[6340/200000|3%]	10616223944	12739652535	6369678636	1698573351	254809811	20382299	679424
[6360/200000|3%]	10649719017	12779841775	6389766216	1703931023	255613309	20446997	681663
[6380/200000|3%]	10683206210	12820024019	6409868024	1709288071	256418638	20511260	683778
[6400/200000|3%]	10716694458	12860216696	6429964792	1714640612	257222323	20575228	685891
[6420/200000|3%]	10750189265	12900400562	6450056777	1719999151	258026540	20639720	687985
[6440/200000|3%]	10783679212	12940588245	6470153557	1725354479	258830461	20703939	690107
[6460/200000|3%]	10817173381	12980775837	6490246479	1730710938	259633296	20767822	692247
[6480/200000|3%]	10850664526	13020961121	6510341878	1736069504	260436436	20832183	694352
[6500/200000|3%]	10884161317	13061147684	6530434946	1741424122	261239349	20896074	696508
[6520/200000|3%]	10917651424	13101332476	6550526550	1746785646	262044897	20960302	698705
[6540/200000|3%]	10951135539	13141523681	6570620480	1752144005	262850712	21024731	700852
[6560/200000|3%]	10984628836	13181710816	6590715073	1757498796	263654875	21088625	702979
[6580/200000|3%]	11018107958	13221903723	6610810668	1762860796	264458941	21152852	705062
[6600/200000|3%]	11051598514	13262092902	6630898840	1768222163	265263323	21217026	707232
[6620/200000|3%]	11085085706	13302278779	6650998791	1773579128	266067263	21280939	709394
[6640/200000|3%]	11118571754	13342471003	6671092686	1778935784	266871525	21345690	711558
[6660/200000|3%]	11152059035	13382666063	6691182653	1784292658	267675959	21409846	713786
[6680/200000|3%]	11185550819	13422855845	6711270152	1789653899	268479973	21473406	715906
[6700/200000|3%]	11219031877	13463047500	6731366774	1795013837	269284177	21537747	718088
[6720/200000|3%]	11252523910	13503237378	6751456747	1800371404	270088717	21601546	720298
[6740/200000|3%]	11286015514	13543425766	6771547704	1805731327	270891401	21665821	722467
