Model,TBS1102C
Firmware Version,v2015-08-04-prequal4ch70_v1.3

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,1e-05,
Sample Interval,8e-08,
Filter Frequency,2e+08,
Record Length,2000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,1,1
Label,,
TIME,CH1,CH2
-3.0400e-05,-2.28,0
-3.0320e-05,-2.28,0.04
-3.0240e-05,-2.28,0
-3.0160e-05,-2.32,0
-3.0080e-05,-2.28,0.04
-3.0000e-05,-2.28,0.04
-2.9920e-05,-2.28,0.04
-2.9840e-05,-2.28,0
-2.9760e-05,-2.24,0.04
-2.9680e-05,-2.28,0.04
-2.9600e-05,-2.28,0.04
-2.9520e-05,-2.28,0.04
-2.9440e-05,-2.28,0.04
-2.9360e-05,-2.28,0.04
-2.9280e-05,-2.28,0
-2.9200e-05,-2.28,0.04
-2.9120e-05,-2.28,0.04
-2.9040e-05,-2.28,0.04
-2.8960e-05,-2.28,0
-2.8880e-05,-2.28,0.04
-2.8800e-05,-2.28,0.04
-2.8720e-05,-2.28,0.04
-2.8640e-05,-2.32,0
-2.8560e-05,-2.28,0.04
-2.8480e-05,-2.28,0.04
-2.8400e-05,-2.28,0.04
-2.8320e-05,-2.28,0.04
-2.8240e-05,-2.28,0.04
-2.8160e-05,-2.28,0
-2.8080e-05,-2.28,0.04
-2.8000e-05,-2.28,0.04
-2.7920e-05,-2.28,0
-2.7840e-05,-2.28,0.04
-2.7760e-05,-2.28,0
-2.7680e-05,-2.28,0.04
-2.7600e-05,-2.28,0.04
-2.7520e-05,-2.28,0.04
-2.7440e-05,-2.28,0
-2.7360e-05,-2.28,0.04
-2.7280e-05,-2.28,0.04
-2.7200e-05,-2.24,0.04
-2.7120e-05,-2.28,0.04
-2.7040e-05,-2.28,0.04
-2.6960e-05,-2.28,0.04
-2.6880e-05,-2.28,0.04
-2.6800e-05,-2.28,0
-2.6720e-05,-2.24,0.04
-2.6640e-05,-2.28,0
-2.6560e-05,-2.28,0.04
-2.6480e-05,-2.28,0.04
-2.6400e-05,-2.28,0.04
-2.6320e-05,-2.28,0.04
-2.6240e-05,-2.28,0.04
-2.6160e-05,-2.24,0.04
-2.6080e-05,-2.28,0
-2.6000e-05,-2.28,0
-2.5920e-05,-2.28,0.04
-2.5840e-05,-2.28,0
-2.5760e-05,-2.28,0.04
-2.5680e-05,-2.32,0.04
-2.5600e-05,-2.28,0.04
-2.5520e-05,-2.28,0.04
-2.5440e-05,-2.28,0.04
-2.5360e-05,-2.28,0.04
-2.5280e-05,-2.24,0.04
-2.5200e-05,-2.28,0.04
-2.5120e-05,-2.28,0.04
-2.5040e-05,-2.28,0
-2.4960e-05,-2.28,0
-2.4880e-05,-2.28,0.04
-2.4800e-05,-2.28,0.04
-2.4720e-05,-2.28,0.04
-2.4640e-05,-2.28,0.04
-2.4560e-05,-2.28,0.04
-2.4480e-05,-2.24,0
-2.4400e-05,-2.24,0
-2.4320e-05,-2.28,0.04
-2.4240e-05,-2.28,0.04
-2.4160e-05,-2.28,0.04
-2.4080e-05,-2.28,0
-2.4000e-05,-2.24,0.04
-2.3920e-05,-2.28,0.04
-2.3840e-05,-2.28,0.04
-2.3760e-05,-2.28,0.04
-2.3680e-05,-2.28,0.04
-2.3600e-05,-2.28,0.04
-2.3520e-05,-2.28,0.04
-2.3440e-05,-2.28,0
-2.3360e-05,-2.28,0.04
-2.3280e-05,-2.28,0
-2.3200e-05,-2.28,0
-2.3120e-05,-2.28,0.04
-2.3040e-05,-2.28,0.04
-2.2960e-05,-2.28,0.04
-2.2880e-05,-2.28,0
-2.2800e-05,-2.28,0
-2.2720e-05,-2.28,0.04
-2.2640e-05,-2.28,0.04
-2.2560e-05,-2.28,0.04
-2.2480e-05,-2.28,0.04
-2.2400e-05,-2.24,0.04
-2.2320e-05,-2.24,0.04
-2.2240e-05,-2.28,0.04
-2.2160e-05,-2.28,0.04
-2.2080e-05,-2.24,0
-2.2000e-05,-2.28,0.04
-2.1920e-05,-2.28,0.04
-2.1840e-05,-2.28,0
-2.1760e-05,-2.24,0
-2.1680e-05,-2.28,0.04
-2.1600e-05,-2.24,0.04
-2.1520e-05,-2.24,0.04
-2.1440e-05,-2.28,0.04
-2.1360e-05,-2.28,0.04
-2.1280e-05,-2.28,0.04
-2.1200e-05,-2.28,0.04
-2.1120e-05,-2.28,0.04
-2.1040e-05,-2.28,0
-2.0960e-05,-2.24,0.04
-2.0880e-05,-2.28,0.04
-2.0800e-05,-2.24,0.04
-2.0720e-05,-2.32,0.04
-2.0640e-05,-2.28,0.04
-2.0560e-05,-2.28,0.04
-2.0480e-05,-2.28,0.04
-2.0400e-05,-2.28,0.04
-2.0320e-05,-2.24,0.04
-2.0240e-05,-2.28,0.04
-2.0160e-05,-2.28,0
-2.0080e-05,-2.28,0.04
-2.0000e-05,-2.28,0.04
-1.9920e-05,-2.28,0.04
-1.9840e-05,-2.28,0.04
-1.9760e-05,-2.28,0.04
-1.9680e-05,-2.28,0.04
-1.9600e-05,-2.28,0
-1.9520e-05,-2.28,0.04
-1.9440e-05,-2.28,0.04
-1.9360e-05,-2.28,0
-1.9280e-05,-2.28,0
-1.9200e-05,-2.28,0.04
-1.9120e-05,-2.28,0
-1.9040e-05,-2.28,0
-1.8960e-05,-2.28,0.04
-1.8880e-05,-2.24,0
-1.8800e-05,-2.28,0.04
-1.8720e-05,-2.28,0.04
-1.8640e-05,-2.28,0.04
-1.8560e-05,-2.24,0
-1.8480e-05,-2.28,0.04
-1.8400e-05,-2.28,0
-1.8320e-05,-2.28,0.04
-1.8240e-05,-2.24,0.04
-1.8160e-05,-2.28,0
-1.8080e-05,-2.28,0.04
-1.8000e-05,-2.28,0.04
-1.7920e-05,-2.24,0
-1.7840e-05,-2.28,0.04
-1.7760e-05,-2.28,0
-1.7680e-05,-2.32,0
-1.7600e-05,-2.28,0
-1.7520e-05,-2.24,0
-1.7440e-05,-2.28,0.04
-1.7360e-05,-2.24,0.04
-1.7280e-05,-2.28,0.04
-1.7200e-05,-2.28,0.04
-1.7120e-05,-2.28,0
-1.7040e-05,-2.28,0.04
-1.6960e-05,-2.28,0
-1.6880e-05,-2.28,0.04
-1.6800e-05,-2.28,0
-1.6720e-05,-2.28,0
-1.6640e-05,-2.28,0
-1.6560e-05,-2.24,0
-1.6480e-05,-2.28,0.04
-1.6400e-05,-2.28,0
-1.6320e-05,-2.24,0.04
-1.6240e-05,-2.28,0.04
-1.6160e-05,-2.28,0.04
-1.6080e-05,-2.28,0.04
-1.6000e-05,-2.28,0.04
-1.5920e-05,-2.28,0
-1.5840e-05,-2.28,0
-1.5760e-05,-2.28,0.04
-1.5680e-05,-2.28,0.04
-1.5600e-05,-2.24,0.04
-1.5520e-05,-2.24,0
-1.5440e-05,-2.28,0
-1.5360e-05,-2.24,0
-1.5280e-05,-2.28,0.04
