Model,TBS1102C
Firmware Version,v2015-08-04-prequal4ch70_v1.3

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,4e-06,
Sample Interval,3.2e-08,
Filter Frequency,2e+08,
Record Length,2000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,1,0.5
Label,,
TIME,CH1,CH2
-3.200e-05,-0.48,-0.38
-3.197e-05,-0.48,-0.4
-3.194e-05,-0.48,-0.4
-3.190e-05,-0.52,-0.4
-3.187e-05,-0.52,-0.42
-3.184e-05,-0.56,-0.42
-3.181e-05,-0.56,-0.44
-3.178e-05,-0.52,-0.46
-3.174e-05,-0.56,-0.44
-3.171e-05,-0.56,-0.46
-3.168e-05,-0.56,-0.46
-3.165e-05,-0.56,-0.48
-3.162e-05,-0.6,-0.48
-3.158e-05,-0.6,-0.5
-3.155e-05,-0.6,-0.5
-3.152e-05,-0.6,-0.5
-3.149e-05,-0.64,-0.52
-3.146e-05,-0.64,-0.52
-3.142e-05,-0.64,-0.54
-3.139e-05,-0.64,-0.56
-3.136e-05,-0.68,-0.56
-3.133e-05,-0.64,-0.56
-3.130e-05,-0.64,-0.56
-3.126e-05,-0.72,-0.58
-3.123e-05,-0.68,-0.58
-3.120e-05,-0.68,-0.6
-3.117e-05,-0.68,-0.6
-3.114e-05,-0.72,-0.62
-3.110e-05,-0.72,-0.62
-3.107e-05,-0.72,-0.64
-3.104e-05,-0.72,-0.62
-3.101e-05,-0.72,-0.66
-3.098e-05,-0.72,-0.64
-3.094e-05,-0.76,-0.64
-3.091e-05,-0.76,-0.66
-3.088e-05,-0.76,-0.68
-3.085e-05,-0.8,-0.68
-3.082e-05,-0.8,-0.68
-3.078e-05,-0.84,-0.7
-3.075e-05,-0.84,-0.7
-3.072e-05,-0.84,-0.72
-3.069e-05,-0.8,-0.72
-3.066e-05,-0.8,-0.74
-3.062e-05,-0.84,-0.74
-3.059e-05,-0.84,-0.74
-3.056e-05,-0.84,-0.76
-3.053e-05,-0.84,-0.76
-3.050e-05,-0.84,-0.78
-3.046e-05,-0.88,-0.78
-3.043e-05,-0.88,-0.78
-3.040e-05,-0.88,-0.78
-3.037e-05,-0.88,-0.8
-3.034e-05,-0.88,-0.8
-3.030e-05,-0.92,-0.82
-3.027e-05,-0.92,-0.82
-3.024e-05,-0.92,-0.82
-3.021e-05,-0.92,-0.84
-3.018e-05,-0.96,-0.86
-3.014e-05,-0.96,-0.86
-3.011e-05,-0.96,-0.86
-3.008e-05,-0.96,-0.88
-3.005e-05,-0.96,-0.88
-3.002e-05,-0.96,-0.88
-2.998e-05,-1,-0.9
-2.995e-05,-1,-0.9
-2.992e-05,-1,-0.92
-2.989e-05,-1,-0.9
-2.986e-05,-1.04,-0.92
-2.982e-05,-1.04,-0.94
-2.979e-05,-1.04,-0.94
-2.976e-05,-1.04,-0.96
-2.973e-05,-1.04,-0.96
-2.970e-05,-1.04,-0.98
-2.966e-05,-1.08,-0.98
-2.963e-05,-1.08,-0.98
-2.960e-05,-1.08,-1
-2.957e-05,-1.08,-1
-2.954e-05,-1.08,-1
-2.950e-05,-1.12,-1.02
-2.947e-05,-1.12,-1.02
-2.944e-05,-1.16,-1.02
-2.941e-05,-1.12,-1.04
-2.938e-05,-1.12,-1.06
-2.934e-05,-1.12,-1.06
-2.931e-05,-1.12,-1.06
-2.928e-05,-1.16,-1.06
