min.x,δ(min.x),min.y,δ(min.y),min.y.exp,δ(min.y.exp),max.x,δ(max.x),max.y,δ(max.y),max.y.exp,δ(max.y.exp)
6.1175,0.058,-0.2685,0.02,1.3080009770305758,0.026160019540611517,6.7085,0.036000000000000004,0.2245,0.02,1.3080009770305758,0.026160019540611517
7.3,0.023,-0.2725,0.02,1.313243458912488,0.02626486917824976,7.888,0.059000000000000004,0.2205,0.02,1.313243458912488,0.02626486917824976
8.4785,0.054,-0.2685,0.02,1.3080009770305758,0.026160019540611517,9.0695,0.028,0.2205,0.02,1.3080009770305758,0.026160019540611517
9.6585,0.07200000000000001,-0.2595,0.02,1.2962817837116838,0.025925635674233675,10.249,0.057,0.2205,0.02,1.2962817837116838,0.025925635674233675
10.8395,0.052000000000000005,-0.2595,0.02,1.2962817837116838,0.025925635674233675,11.431,0.027,0.2205,0.02,1.2962817837116838,0.025925635674233675
12.019499999999999,0.074,-0.2555,0.02,1.291107013017917,0.02582214026035834,12.61,0.059000000000000004,0.2165,0.02,1.291107013017917,0.02582214026035834
13.2005,0.054,-0.2555,0.02,1.291107013017917,0.02582214026035834,13.7915,0.032,0.2165,0.02,1.291107013017917,0.02582214026035834
14.38,0.075,-0.2505,0.02,1.2846675899260163,0.025693351798520326,14.971,0.059000000000000004,0.21150000000000002,0.02,1.2846675899260163,0.025693351798520326
15.561,0.057,-0.2505,0.02,1.2846675899260163,0.025693351798520326,16.1525,0.032,0.21150000000000002,0.02,1.2846675899260163,0.025693351798520326
16.7425,0.026000000000000002,-0.2505,0.02,1.2846675899260163,0.025693351798520326,17.3305,0.064,0.20750000000000002,0.02,1.2846675899260163,0.025693351798520326
17.9215,0.062,-0.2465,0.02,1.2795391832176028,0.02559078366435206,18.512,0.041,0.20750000000000002,0.02,1.2795391832176028,0.02559078366435206
19.102,0.037,-0.2425,0.02,1.2744312491634178,0.025488624983268357,19.6915,0.07,0.20750000000000002,0.02,1.2744312491634178,0.025488624983268357
20.281000000000002,0.065,-0.2375,0.02,1.2680749967907192,0.025361499935814383,20.8715,0.05,0.20750000000000002,0.02,1.2680749967907192,0.025361499935814383
21.4615,0.044,-0.2375,0.02,1.2680749967907192,0.025361499935814383,22.051,0.077,0.20350000000000001,0.02,1.2680749967907192,0.025361499935814383
22.641,0.073,-0.23349999999999999,0.02,1.2630128278909127,0.025260256557818255,23.230999999999998,0.059000000000000004,0.1985,0.02,1.2630128278909127,0.025260256557818255
23.8215,0.054,-0.2375,0.02,1.2680749967907192,0.025361499935814383,24.412,0.033,0.1985,0.02,1.2680749967907192,0.025361499935814383
25.0035,0.022,-0.2375,0.02,1.2680749967907192,0.025361499935814383,25.591,0.065,0.1945,0.02,1.2680749967907192,0.025361499935814383
26.1805,0.064,-0.23349999999999999,0.02,1.2630128278909127,0.025260256557818255,26.771,0.043000000000000003,0.1945,0.02,1.2630128278909127,0.025260256557818255
27.360999999999997,0.041,-0.23349999999999999,0.02,1.2630128278909127,0.025260256557818255,27.9495,0.074,0.1895,0.02,1.2630128278909127,0.025260256557818255
28.5395,0.07200000000000001,-0.22449999999999998,0.02,1.251696711348021,0.025033934226960423,29.130000000000003,0.055,0.1945,0.02,1.251696711348021,0.025033934226960423
29.7195,0.052000000000000005,-0.22449999999999998,0.02,1.251696711348021,0.025033934226960423,30.3115,0.024,0.1945,0.02,1.251696711348021,0.025033934226960423
30.898500000000002,0.078,-0.2205,0.02,1.246699924738229,0.024933998494764582,31.4885,0.066,0.1895,0.02,1.246699924738229,0.024933998494764582
32.078,0.061,-0.2205,0.02,1.246699924738229,0.024933998494764582,32.669000000000004,0.043000000000000003,0.1895,0.02,1.246699924738229,0.024933998494764582
33.2585,0.036000000000000004,-0.2205,0.02,1.246699924738229,0.024933998494764582,33.847,0.077,0.1855,0.02,1.246699924738229,0.024933998494764582
34.437,0.073,-0.2155,0.02,1.2404819829231157,0.024809639658462314,35.026500000000006,0.06,0.1855,0.02,1.2404819829231157,0.024809639658462314
35.617,0.055,-0.2155,0.02,1.2404819829231157,0.024809639658462314,36.207,0.035,0.1855,0.02,1.2404819829231157,0.024809639658462314
36.7985,0.024,-0.2155,0.02,1.2404819829231157,0.024809639658462314,37.385,0.069,0.17650000000000002,0.02,1.2404819829231157,0.024809639658462314
37.9745,0.068,-0.2155,0.02,1.2404819829231157,0.024809639658462314,38.565,0.051000000000000004,0.17650000000000002,0.02,1.2404819829231157,0.024809639658462314
39.154,0.049,-0.2155,0.02,1.2404819829231157,0.024809639658462314,39.743500000000004,0.082,0.17250000000000001,0.02,1.2404819829231157,0.024809639658462314
