min.x,δ(min.x),min.y,δ(min.y),ln(min.y),δ(ln(min.y)),max.x,δ(max.x),max.y,δ(max.y),ln(max.y),δ(ln(max.y))
9.074,0.053,-0.258,0.02,-1.3547956940605197,0.07751937984496124,9.686,0.013000000000000001,0.266,0.02,-1.324258970200438,0.07518796992481203
10.2905,0.028,-0.253,0.02,-1.374365790254617,0.07905138339920949,10.896,0.059000000000000004,0.266,0.02,-1.324258970200438,0.07518796992481203
11.501999999999999,0.061,-0.249,0.02,-1.3903023825174294,0.08032128514056225,12.110000000000001,0.039,0.261,0.02,-1.3432348716594436,0.07662835249042145
12.716499999999998,0.044,-0.253,0.02,-1.374365790254617,0.07905138339920949,13.323,0.07100000000000001,0.257,0.02,-1.3586791940869172,0.07782101167315175
13.929499999999999,0.074,-0.249,0.02,-1.3903023825174294,0.08032128514056225,14.537,0.057,0.257,0.02,-1.3586791940869172,0.07782101167315175
15.144,0.061,-0.249,0.02,-1.3903023825174294,0.08032128514056225,15.7515,0.038,0.253,0.02,-1.374365790254617,0.07905138339920949
16.3585,0.044,-0.249,0.02,-1.3903023825174294,0.08032128514056225,16.9645,0.068,0.253,0.02,-1.374365790254617,0.07905138339920949
17.571,0.073,-0.245,0.02,-1.40649706843741,0.0816326530612245,18.1785,0.054,0.253,0.02,-1.374365790254617,0.07905138339920949
18.785500000000003,0.06,-0.245,0.02,-1.40649706843741,0.0816326530612245,19.393,0.035,0.253,0.02,-1.374365790254617,0.07905138339920949
19.999,0.043000000000000003,-0.245,0.02,-1.40649706843741,0.0816326530612245,20.604999999999997,0.069,0.248,0.02,-1.3943265328171548,0.08064516129032258
21.212000000000003,0.073,-0.24,0.02,-1.4271163556401458,0.08333333333333334,21.819499999999998,0.054,0.248,0.02,-1.3943265328171548,0.08064516129032258
22.4255,0.06,-0.24,0.02,-1.4271163556401458,0.08333333333333334,23.020500000000002,0.058,0.244,0.02,-1.410587053688935,0.0819672131147541
23.6395,0.042,-0.245,0.02,-1.40649706843741,0.0816326530612245,24.246,0.069,0.24,0.02,-1.4271163556401458,0.08333333333333334
24.852500000000003,0.07200000000000001,-0.236,0.02,-1.443923473956527,0.08474576271186442,25.459500000000002,0.054,0.244,0.02,-1.410587053688935,0.0819672131147541
26.066,0.059000000000000004,-0.236,0.02,-1.443923473956527,0.08474576271186442,26.674,0.035,0.24,0.02,-1.4271163556401458,0.08333333333333334
27.279500000000002,0.042,-0.24,0.02,-1.4271163556401458,0.08333333333333334,27.8855,0.07200000000000001,0.23500000000000001,0.02,-1.448169764837978,0.0851063829787234
28.492499999999996,0.076,-0.236,0.02,-1.443923473956527,0.08474576271186442,29.098999999999997,0.059000000000000004,0.23500000000000001,0.02,-1.448169764837978,0.0851063829787234
29.706,0.063,-0.236,0.02,-1.443923473956527,0.08474576271186442,30.313000000000002,0.043000000000000003,0.23500000000000001,0.02,-1.448169764837978,0.0851063829787234
30.9195,0.048,-0.236,0.02,-1.443923473956527,0.08474576271186442,31.525,0.073,0.231,0.02,-1.4653375684603434,0.08658008658008658
32.1345,0.022,-0.236,0.02,-1.443923473956527,0.08474576271186442,32.7385,0.06,0.231,0.02,-1.4653375684603434,0.08658008658008658
33.345,0.067,-0.23199999999999998,0.02,-1.4610179073158271,0.08620689655172414,33.952,0.043000000000000003,0.231,0.02,-1.4653375684603434,0.08658008658008658
34.558,0.053,-0.227,0.02,-1.4828052615007343,0.0881057268722467,35.164,0.077,0.231,0.02,-1.4653375684603434,0.08658008658008658
35.772,0.031,-0.227,0.02,-1.4828052615007343,0.0881057268722467,36.377,0.065,0.231,0.02,-1.4653375684603434,0.08658008658008658
36.9835,0.07200000000000001,-0.219,0.02,-1.5186835491656363,0.091324200913242,37.5905,0.052000000000000005,0.23500000000000001,0.02,-1.448169764837978,0.0851063829787234
38.197,0.059000000000000004,-0.219,0.02,-1.5186835491656363,0.091324200913242,38.804,0.031,0.23500000000000001,0.02,-1.448169764837978,0.0851063829787234
39.410000000000004,0.043000000000000003,-0.219,0.02,-1.5186835491656363,0.091324200913242,40.0155,0.07200000000000001,0.231,0.02,-1.4653375684603434,0.08658008658008658
40.6215,0.076,-0.214,0.02,-1.5417792639602856,0.09345794392523366,41.228500000000004,0.06,0.231,0.02,-1.4653375684603434,0.08658008658008658
41.8345,0.064,-0.214,0.02,-1.5417792639602856,0.09345794392523366,42.442,0.043000000000000003,0.231,0.02,-1.4653375684603434,0.08658008658008658
43.047999999999995,0.049,-0.214,0.02,-1.5417792639602856,0.09345794392523366,43.6535,0.08,0.227,0.02,-1.4828052615007343,0.0881057268722467
44.261500000000005,0.028,-0.214,0.02,-1.5417792639602856,0.09345794392523366,44.866,0.069,0.227,0.02,-1.4828052615007343,0.0881057268722467
45.4725,0.07200000000000001,-0.21,0.02,-1.5606477482646683,0.09523809523809525,46.07899999999999,0.055,0.227,0.02,-1.4828052615007343,0.0881057268722467
46.685500000000005,0.06,-0.21,0.02,-1.5606477482646683,0.09523809523809525,47.292,0.037,0.227,0.02,-1.4828052615007343,0.0881057268722467
47.898500000000006,0.044,-0.21,0.02,-1.5606477482646683,0.09523809523809525,48.504,0.073,0.222,0.02,-1.5050778971098575,0.09009009009009009
49.11,0.079,-0.205,0.02,-1.584745299843729,0.0975609756097561,49.716499999999996,0.06,0.218,0.02,-1.523260216193048,0.09174311926605505
50.3225,0.068,-0.21,0.02,-1.5606477482646683,0.09523809523809525,50.929500000000004,0.044,0.218,0.02,-1.523260216193048,0.09174311926605505
51.535000000000004,0.053,-0.21,0.02,-1.5606477482646683,0.09523809523809525,52.140499999999996,0.08,0.213,0.02,-1.546463113272712,0.09389671361502348
52.7485,0.034,-0.21,0.02,-1.5606477482646683,0.09523809523809525,53.3535,0.068,0.213,0.02,-1.546463113272712,0.09389671361502348
53.959,0.075,-0.205,0.02,-1.584745299843729,0.0975609756097561,54.566,0.055,0.213,0.02,-1.546463113272712,0.09389671361502348
55.172,0.063,-0.205,0.02,-1.584745299843729,0.0975609756097561,55.779,0.035,0.209,0.02,-1.565421027017326,0.09569377990430622
56.3845,0.048,-0.21,0.02,-1.5606477482646683,0.09523809523809525,56.989999999999995,0.077,0.20500000000000002,0.02,-1.5847452998437288,0.09756097560975609
57.598499999999994,0.022,-0.205,0.02,-1.584745299843729,0.0975609756097561,58.202,0.065,0.209,0.02,-1.565421027017326,0.09569377990430622
58.80800000000001,0.07100000000000001,-0.20099999999999998,0.02,-1.6044503709230613,0.09950248756218906,59.4145,0.05,0.209,0.02,-1.565421027017326,0.09569377990430622
60.019999999999996,0.057,-0.20099999999999998,0.02,-1.6044503709230613,0.09950248756218906,60.628499999999995,0.028,0.209,0.02,-1.565421027017326,0.09569377990430622
61.233,0.039,-0.20099999999999998,0.02,-1.6044503709230613,0.09950248756218906,61.83800000000001,0.075,0.20500000000000002,0.02,-1.5847452998437288,0.09756097560975609
62.444,0.081,-0.197,0.02,-1.6245515502441485,0.10152284263959391,63.0505,0.064,0.20500000000000002,0.02,-1.5847452998437288,0.09756097560975609
63.6565,0.07,-0.197,0.02,-1.6245515502441485,0.10152284263959391,64.263,0.049,0.20500000000000002,0.02,-1.5847452998437288,0.09756097560975609
64.8685,0.056,-0.197,0.02,-1.6245515502441485,0.10152284263959391,65.4765,0.026000000000000002,0.20500000000000002,0.02,-1.5847452998437288,0.09756097560975609
66.08149999999999,0.038,-0.197,0.02,-1.6245515502441485,0.10152284263959391,66.686,0.073,0.2,0.02,-1.6094379124341003,0.09999999999999999
67.292,0.081,-0.192,0.02,-1.6502599069543555,0.10416666666666667,67.89800000000001,0.061,0.2,0.02,-1.6094379124341003,0.09999999999999999
68.5035,0.07,-0.192,0.02,-1.6502599069543555,0.10416666666666667,69.111,0.045,0.2,0.02,-1.6094379124341003,0.09999999999999999
69.716,0.057,-0.192,0.02,-1.6502599069543555,0.10416666666666667,70.326,0.017,0.2,0.02,-1.6094379124341003,0.09999999999999999
70.9285,0.04,-0.192,0.02,-1.6502599069543555,0.10416666666666667,71.533,0.075,0.196,0.02,-1.6296406197516198,0.10204081632653061
72.13900000000001,0.083,-0.188,0.02,-1.6713133161521878,0.10638297872340426,72.746,0.063,0.196,0.02,-1.6296406197516198,0.10204081632653061
73.3515,0.07200000000000001,-0.188,0.02,-1.6713133161521878,0.10638297872340426,73.9585,0.046,0.196,0.02,-1.6296406197516198,0.10204081632653061
74.5625,0.058,-0.188,0.02,-1.6713133161521878,0.10638297872340426,75.173,0.021,0.192,0.02,-1.6502599069543555,0.10416666666666667
75.7755,0.044,-0.192,0.02,-1.6502599069543555,0.10416666666666667,76.3805,0.076,0.187,0.02,-1.6766466621275504,0.10695187165775401
76.9855,0.082,-0.188,0.02,-1.6713133161521878,0.10638297872340426,77.592,0.065,0.187,0.02,-1.6766466621275504,0.10695187165775401
78.1975,0.07200000000000001,-0.188,0.02,-1.6713133161521878,0.10638297872340426,78.804,0.051000000000000004,0.183,0.02,-1.6982691261407161,0.10928961748633881
79.409,0.059000000000000004,-0.192,0.02,-1.6502599069543555,0.10416666666666667,80.0175,0.03,0.183,0.02,-1.6982691261407161,0.10928961748633881
80.6215,0.042,-0.188,0.02,-1.6713133161521878,0.10638297872340426,81.226,0.081,0.183,0.02,-1.6982691261407161,0.10928961748633881
81.832,0.08700000000000001,-0.184,0.02,-1.6928195213731514,0.10869565217391305,82.438,0.069,0.183,0.02,-1.6982691261407161,0.10928961748633881
83.04350000000001,0.076,-0.184,0.02,-1.6928195213731514,0.10869565217391305,83.65,0.057,0.183,0.02,-1.6982691261407161,0.10928961748633881
84.2555,0.064,-0.184,0.02,-1.6928195213731514,0.10869565217391305,84.862,0.039,0.183,0.02,-1.6982691261407161,0.10928961748633881
85.4675,0.05,-0.184,0.02,-1.6928195213731514,0.10869565217391305,86.072,0.083,0.179,0.02,-1.720369473141382,0.111731843575419
86.6805,0.03,-0.184,0.02,-1.6928195213731514,0.10869565217391305,87.2835,0.07200000000000001,0.179,0.02,-1.720369473141382,0.111731843575419
87.889,0.081,-0.179,0.02,-1.720369473141382,0.111731843575419,88.49549999999999,0.06,0.179,0.02,-1.720369473141382,0.111731843575419
89.1005,0.07,-0.179,0.02,-1.720369473141382,0.111731843575419,89.70700000000001,0.045,0.179,0.02,-1.720369473141382,0.111731843575419
90.312,0.057,-0.179,0.02,-1.720369473141382,0.111731843575419,90.917,0.089,0.17400000000000002,0.02,-1.748699979767608,0.11494252873563218
91.524,0.041,-0.179,0.02,-1.720369473141382,0.111731843575419,92.128,0.079,0.17400000000000002,0.02,-1.748699979767608,0.11494252873563218
92.73400000000001,0.08700000000000001,-0.175,0.02,-1.742969305058623,0.1142857142857143,93.3395,0.068,0.17400000000000002,0.02,-1.748699979767608,0.11494252873563218
93.9455,0.078,-0.175,0.02,-1.742969305058623,0.1142857142857143,94.551,0.055,0.17400000000000002,0.02,-1.748699979767608,0.11494252873563218
95.1565,0.066,-0.175,0.02,-1.742969305058623,0.1142857142857143,95.7635,0.038,0.17400000000000002,0.02,-1.748699979767608,0.11494252873563218
96.36850000000001,0.052000000000000005,-0.175,0.02,-1.742969305058623,0.1142857142857143,96.973,0.085,0.17,0.02,-1.7719568419318752,0.11764705882352941
97.5815,0.03,-0.175,0.02,-1.742969305058623,0.1142857142857143,98.184,0.075,0.17,0.02,-1.7719568419318752,0.11764705882352941
98.78999999999999,0.081,-0.17099999999999999,0.02,-1.7660917224794772,0.11695906432748539,99.3955,0.064,0.17,0.02,-1.7719568419318752,0.11764705882352941
100.0005,0.07,-0.17099999999999999,0.02,-1.7660917224794772,0.11695906432748539,100.60700000000001,0.049,0.17,0.02,-1.7719568419318752,0.11764705882352941
101.21249999999999,0.058,-0.17099999999999999,0.02,-1.7660917224794772,0.11695906432748539,101.821,0.027,0.17,0.02,-1.7719568419318752,0.11764705882352941
102.424,0.041,-0.17099999999999999,0.02,-1.7660917224794772,0.11695906432748539,103.02850000000001,0.084,0.165,0.02,-1.8018098050815563,0.12121212121212122
103.634,0.091,-0.166,0.02,-1.7957674906255938,0.12048192771084337,104.2395,0.076,0.165,0.02,-1.8018098050815563,0.12121212121212122
104.845,0.081,-0.166,0.02,-1.7957674906255938,0.12048192771084337,105.4505,0.064,0.165,0.02,-1.8018098050815563,0.12121212121212122
106.056,0.07100000000000001,-0.162,0.02,-1.820158943749753,0.12345679012345678,106.66199999999999,0.051000000000000004,0.17,0.02,-1.7719568419318752,0.11764705882352941
107.2675,0.06,-0.162,0.02,-1.820158943749753,0.12345679012345678,107.87400000000001,0.033,0.17,0.02,-1.7719568419318752,0.11764705882352941
108.47900000000001,0.045,-0.162,0.02,-1.820158943749753,0.12345679012345678,109.083,0.085,0.165,0.02,-1.8018098050815563,0.12121212121212122
109.6885,0.092,-0.157,0.02,-1.851509473633829,0.12738853503184713,110.294,0.075,0.165,0.02,-1.8018098050815563,0.12121212121212122
110.89950000000002,0.084,-0.157,0.02,-1.851509473633829,0.12738853503184713,111.5055,0.064,0.165,0.02,-1.8018098050815563,0.12121212121212122
112.1105,0.074,-0.157,0.02,-1.851509473633829,0.12738853503184713,112.7165,0.05,0.165,0.02,-1.8018098050815563,0.12121212121212122
113.3215,0.064,-0.157,0.02,-1.851509473633829,0.12738853503184713,113.929,0.031,0.165,0.02,-1.8018098050815563,0.12121212121212122
114.533,0.049,-0.157,0.02,-1.851509473633829,0.12738853503184713,115.1375,0.088,0.161,0.02,-1.8263509139976741,0.12422360248447205
115.74549999999999,0.03,-0.157,0.02,-1.851509473633829,0.12738853503184713,116.34849999999999,0.078,0.161,0.02,-1.8263509139976741,0.12422360248447205
116.95349999999999,0.088,-0.153,0.02,-1.8773173575897015,0.13071895424836602,117.5595,0.068,0.161,0.02,-1.8263509139976741,0.12422360248447205
118.1645,0.08,-0.153,0.02,-1.8773173575897015,0.13071895424836602,118.7705,0.056,0.161,0.02,-1.8263509139976741,0.12422360248447205
119.3755,0.07,-0.153,0.02,-1.8773173575897015,0.13071895424836602,119.982,0.041,0.161,0.02,-1.8263509139976741,0.12422360248447205
120.5865,0.058,-0.153,0.02,-1.8773173575897015,0.13071895424836602,121.191,0.093,0.157,0.02,-1.851509473633829,0.12738853503184713
121.7985,0.042,-0.153,0.02,-1.8773173575897015,0.13071895424836602,122.402,0.085,0.157,0.02,-1.851509473633829,0.12738853503184713
123.007,0.091,-0.149,0.02,-1.903808973036678,0.1342281879194631,123.613,0.075,0.157,0.02,-1.851509473633829,0.12738853503184713
124.21799999999999,0.083,-0.149,0.02,-1.903808973036678,0.1342281879194631,124.8235,0.064,0.157,0.02,-1.851509473633829,0.12738853503184713
125.42800000000001,0.073,-0.149,0.02,-1.903808973036678,0.1342281879194631,126.035,0.051000000000000004,0.157,0.02,-1.851509473633829,0.12738853503184713
126.63950000000001,0.062,-0.149,0.02,-1.903808973036678,0.1342281879194631,127.24749999999999,0.028,0.157,0.02,-1.851509473633829,0.12738853503184713
127.8505,0.046,-0.149,0.02,-1.903808973036678,0.1342281879194631,128.454,0.091,0.152,0.02,-1.8838747581358606,0.13157894736842105
