massa_A
t	y
0.0	0.17906873198854423
0.032	0.17621883174469472
0.0640666666666657	0.17260895810248533
0.09606666666666569	0.16918907780986595
0.1280666666666657	0.16557920416765656
0.1600666666666657	0.16234931722462712
0.19203333333333286	0.15930942363118764
0.22396666666666534	0.15626953003774816
0.256	0.15284964974512874
0.2880999999999985	0.14942976945250933
0.32003333333333284	0.14648487253386483
0.36796666666666533	0.14296999556645043
0.39996666666666536	0.1402150919973959
0.432	0.13698520505436645
0.46409999999999857	0.13404030813572196
0.49609999999999854	0.1308104211926925
0.5280666666666657	0.127960520948843
0.5600333333333328	0.12482563068060856
0.5920333333333329	0.12178573708716908
0.6240666666666657	0.11846085346934465
0.6560666666666657	0.1158009465750851
0.6881000000000004	0.11276105298164563
0.7201000000000004	0.10972115938820615
0.7680333333333329	0.10639627577038172
0.8000333333333328	0.10383136555091715
0.832	0.1006014786078877
0.8640666666666657	0.09794157171362816
0.8960666666666657	0.09490167812018868
0.9280333333333328	0.09205177787633917
0.9600333333333329	0.08901188428289969
0.9920333333333329	0.08654197073823011
1.024033333333333	0.0836920704943806
1.0559999999999983	0.08084217025053109
1.0880333333333327	0.07808726668147656
1.1200666666666657	0.07523736643762707
1.1679666666666653	0.07248246286857254
1.1999666666666653	0.06963256262472303
1.2319666666666653	0.0668776590556685
1.2639999999999982	0.06412275548661397
1.2960666666666656	0.06117785856796948
1.328033333333333	0.05842295499891495
1.3600666666666656	0.05585804477945039
1.3919666666666652	0.05281815118601091
1.4239999999999982	0.05006324761695638
1.4561333333333333	0.047403340722696835
1.4880333333333329	0.04474343382843732
1.520033333333333	0.041798536909792794
1.5679666666666654	0.03923362669032826
1.5999666666666654	0.03609873642209377
1.6320333333333328	0.0331538395034493
1.6640666666666657	0.030493932609189756
1.6960333333333328	0.027454039015750276
1.7280333333333329	0.025079122145875654
1.7600999999999984	0.02241921525161611
1.7919999999999983	0.019569315007766597
1.8239666666666672	0.016814411438712096
1.8559666666666672	0.01405950786965754
1.8880666666666657	0.011399600975397994
1.9201333333333332	0.008834690755933461
1.968	0.005889793837288937
1.9999666666666671	0.0033248836178244034
2.0319333333333325	7.5997339835987E-4
