massa_A
t	y
0.0	0.17905919509583945
0.032	0.17444133709800208
0.064	0.1694449661495223
0.096	0.16475140556155649
0.12803333333333375	0.15990643979333366
0.1600666666666666	0.1549100688448539
0.1920666666666666	0.14976229271611718
0.2400000000000009	0.14544724507879372
0.2720000000000009	0.14082938708095638
0.30396666666666716	0.13606012390286204
0.3360000000000009	0.1314422659050247
0.36803333333333377	0.12674870531705884
0.40003333333333374	0.12243365767973541
0.4320666666666666	0.11819431263254046
0.46410000000000035	0.11342504945444612
0.4961000000000004	0.10888289404673726
0.5281000000000003	0.10449214381928534
0.5600333333333337	0.10032850136221888
0.5920333333333337	0.09563494077425302
0.64	0.09131989313692959
0.6719666666666672	0.08768616881076247
0.7039333333333334	0.08337112117343906
0.7359000000000006	0.07935888389662954
0.768	0.0754223492099485
0.8000333333333337	0.07103159898249659
0.8320333333333337	0.06701936170568706
0.864	0.06308282701900605
0.896	0.05907058974219656
0.9280333333333337	0.054528434334487674
0.9600666666666675	0.05066760223793512
0.992	0.0466553649611256
1.0399333333333334	0.042718830274444564
1.072	0.038479485227249643
1.104	0.03477005831095403
1.1360333333333337	0.030682118444016082
1.1680000000000008	0.02674558375733499
1.2000000000000008	0.02250623871014007
1.2320000000000009	0.018418298843202063
1.264000000000001	0.015011682287420391
1.296000000000001	0.011150850190867867
1.328000000000001	0.00721431550418683
1.360000000000001	0.003277780817505793
1.392000000000001	9.827203210960311E-5
