Model,TBS1102C
Firmware Version,v2015-08-04-prequal4ch70_v1.3

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,1e-05,
Sample Interval,8e-08,
Filter Frequency,2e+08,
Record Length,2000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,1,0.01
Label,,
TIME,CH1,CH2
1.4400e-04,2.04,0.0296
1.4408e-04,2,0.03
1.4416e-04,2.04,0.03
1.4424e-04,2,0.0296
1.4432e-04,2.04,0.0292
1.4440e-04,2,0.0296
1.4448e-04,2,0.0292
1.4456e-04,2,0.0296
1.4464e-04,2,0.0296
1.4472e-04,1.96,0.0296
1.4480e-04,1.96,0.0288
1.4488e-04,1.96,0.0292
1.4496e-04,1.92,0.0284
1.4504e-04,1.96,0.0296
1.4512e-04,1.92,0.03
1.4520e-04,1.88,0.0292
1.4528e-04,1.92,0.0288
1.4536e-04,1.92,0.0288
1.4544e-04,1.88,0.0292
1.4552e-04,1.88,0.0288
1.4560e-04,1.88,0.0296
1.4568e-04,1.88,0.0296
1.4576e-04,1.88,0.0284
1.4584e-04,1.84,0.0288
1.4592e-04,1.84,0.0284
1.4600e-04,1.84,0.0292
1.4608e-04,1.84,0.0288
1.4616e-04,1.84,0.0292
1.4624e-04,1.8,0.0288
1.4632e-04,1.76,0.0284
1.4640e-04,1.76,0.0276
1.4648e-04,1.76,0.028
1.4656e-04,1.76,0.0284
1.4664e-04,1.76,0.0284
1.4672e-04,1.76,0.0276
1.4680e-04,1.72,0.028
1.4688e-04,1.72,0.0276
1.4696e-04,1.72,0.0276
1.4704e-04,1.72,0.028
1.4712e-04,1.68,0.0276
1.4720e-04,1.68,0.0276
1.4728e-04,1.68,0.0276
1.4736e-04,1.64,0.0272
1.4744e-04,1.64,0.0268
1.4752e-04,1.64,0.0264
1.4760e-04,1.6,0.0276
1.4768e-04,1.6,0.0272
1.4776e-04,1.6,0.0264
1.4784e-04,1.6,0.0264
1.4792e-04,1.56,0.0256
1.4800e-04,1.56,0.026
1.4808e-04,1.52,0.026
1.4816e-04,1.52,0.0264
1.4824e-04,1.52,0.026
1.4832e-04,1.52,0.0256
1.4840e-04,1.52,0.0248
1.4848e-04,1.48,0.0252
1.4856e-04,1.44,0.0248
1.4864e-04,1.48,0.0248
1.4872e-04,1.44,0.0244
1.4880e-04,1.44,0.0244
1.4888e-04,1.4,0.0244
1.4896e-04,1.4,0.0244
1.4904e-04,1.4,0.0252
1.4912e-04,1.36,0.0248
1.4920e-04,1.36,0.0244
1.4928e-04,1.36,0.0236
1.4936e-04,1.36,0.0228
1.4944e-04,1.32,0.0232
1.4952e-04,1.32,0.0232
1.4960e-04,1.28,0.0236
1.4968e-04,1.28,0.0236
1.4976e-04,1.28,0.0232
1.4984e-04,1.28,0.0228
1.4992e-04,1.24,0.0228
1.5000e-04,1.24,0.0228
1.5008e-04,1.2,0.022
1.5016e-04,1.2,0.0228
1.5024e-04,1.16,0.0228
1.5032e-04,1.16,0.022
1.5040e-04,1.12,0.022
1.5048e-04,1.12,0.0224
1.5056e-04,1.12,0.0224
1.5064e-04,1.08,0.022
1.5072e-04,1.08,0.022
1.5080e-04,1.04,0.022
1.5088e-04,1.04,0.0216
1.5096e-04,1,0.0216
1.5104e-04,1,0.0212
1.5112e-04,1,0.0216
1.5120e-04,1,0.0212
1.5128e-04,0.96,0.0208
1.5136e-04,0.96,0.0204
1.5144e-04,0.92,0.0204
1.5152e-04,0.96,0.0204
1.5160e-04,0.88,0.0216
1.5168e-04,0.92,0.0216
1.5176e-04,0.92,0.0204
1.5184e-04,0.84,0.0204
1.5192e-04,0.84,0.02
1.5200e-04,0.84,0.0196
1.5208e-04,0.84,0.0196
1.5216e-04,0.8,0.0204
1.5224e-04,0.8,0.0204
1.5232e-04,0.8,0.02
1.5240e-04,0.76,0.0204
1.5248e-04,0.72,0.02
1.5256e-04,0.76,0.02
1.5264e-04,0.68,0.02
1.5272e-04,0.72,0.02
1.5280e-04,0.68,0.0196
1.5288e-04,0.68,0.0192
1.5296e-04,0.64,0.0192
1.5304e-04,0.6,0.0196
1.5312e-04,0.6,0.0196
1.5320e-04,0.56,0.0204
1.5328e-04,0.6,0.02
1.5336e-04,0.56,0.0188
1.5344e-04,0.52,0.0192
1.5352e-04,0.52,0.0192
1.5360e-04,0.52,0.0196
1.5368e-04,0.48,0.0192
1.5376e-04,0.48,0.0188
1.5384e-04,0.48,0.0188
1.5392e-04,0.44,0.0196
1.5400e-04,0.44,0.0192
1.5408e-04,0.4,0.0196
1.5416e-04,0.36,0.0192
1.5424e-04,0.36,0.0192
1.5432e-04,0.36,0.0188
1.5440e-04,0.32,0.0184
1.5448e-04,0.32,0.0184
1.5456e-04,0.28,0.0192
1.5464e-04,0.28,0.0192
1.5472e-04,0.28,0.0188
1.5480e-04,0.24,0.0184
1.5488e-04,0.2,0.0184
1.5496e-04,0.2,0.018
1.5504e-04,0.2,0.0188
1.5512e-04,0.16,0.0188
1.5520e-04,0.16,0.018
1.5528e-04,0.12,0.0184
1.5536e-04,0.16,0.018
1.5544e-04,0.08,0.0176
1.5552e-04,0.12,0.018
1.5560e-04,0.08,0.0184
1.5568e-04,0.04,0.0188
1.5576e-04,0.04,0.018
1.5584e-04,0,0.018
1.5592e-04,0,0.0172
1.5600e-04,0,0.018
1.5608e-04,-0.04,0.018
1.5616e-04,-0.04,0.0188
1.5624e-04,-0.04,0.0184
1.5632e-04,-0.08,0.0168
1.5640e-04,-0.08,0.0172
1.5648e-04,-0.12,0.0172
1.5656e-04,-0.12,0.0176
1.5664e-04,-0.16,0.0172
1.5672e-04,-0.16,0.0172
1.5680e-04,-0.2,0.0168
1.5688e-04,-0.24,0.0176
1.5696e-04,-0.24,0.018
1.5704e-04,-0.24,0.018
1.5712e-04,-0.24,0.018
1.5720e-04,-0.28,0.0176
1.5728e-04,-0.28,0.0168
1.5736e-04,-0.28,0.0176
1.5744e-04,-0.32,0.0172
1.5752e-04,-0.32,0.0168
1.5760e-04,-0.36,0.0176
1.5768e-04,-0.36,0.0172
1.5776e-04,-0.4,0.0164
1.5784e-04,-0.4,0.0168
1.5792e-04,-0.4,0.0164
1.5800e-04,-0.44,0.0172
1.5808e-04,-0.44,0.0168
1.5816e-04,-0.48,0.0172
1.5824e-04,-0.48,0.0168
1.5832e-04,-0.52,0.0164
1.5840e-04,-0.52,0.016
1.5848e-04,-0.52,0.0168
1.5856e-04,-0.56,0.0172
1.5864e-04,-0.56,0.0168
1.5872e-04,-0.6,0.0164
1.5880e-04,-0.6,0.0164
1.5888e-04,-0.64,0.0164
1.5896e-04,-0.64,0.0164
1.5904e-04,-0.64,0.0164
1.5912e-04,-0.68,0.0164
1.5920e-04,-0.68,0.016
1.5928e-04,-0.72,0.016
1.5936e-04,-0.72,0.0164
1.5944e-04,-0.72,0.016
1.5952e-04,-0.76,0.016
